"pvalue" "adjpvalue" "logFC" "score"
"CRLF1" 0.00196406359838015 0.00332476718915548 1.813070097062 0.99803593640162
"OSBPL7" 0.000256465871867534 0.000490808975718017 0.558707837230915 0.999743534128132
"TMEM98" 0.0181675300137966 0.0267430949705691 -0.360030337487616 0.981832469986203
"YBX2" 5.85618657291619e-12 2.53229043524304e-11 3.36439136642241 0.999999999994144
"KRT33A" 0.720034797470548 0.757698076821155 -0.0644918493687835 0.279965202529452
"MAP3K14" 6.45865050765585e-07 1.6616936359544e-06 -0.539786031925943 0.999999354134949
"ABCC8" 2.65503438173867e-08 7.92139281225731e-08 -1.78966192018959 0.999999973449656
"TMEM132A" 5.17727910016236e-15 2.92587016841341e-14 1.73934608842586 0.999999999999995
"AP2B1" 0.265677480637233 0.313927625289225 0.0823173533651496 0.734322519362767
"TAC1" 4.59813097313481e-05 9.59297043923055e-05 -1.36550222324164 0.999954018690269
"ZNF263" 2.85822516747164e-05 6.10276856316522e-05 0.239010483776161 0.999971417748325
"CX3CL1" 7.78777068120902e-10 2.70417552889602e-09 -1.42471171506707 0.999999999221223
"SPATA20" 3.71344676412028e-12 1.64093651667112e-11 0.842095718564582 0.999999999996287
"CACNA1G" 0.101701191788647 0.131279593626178 0.406345267876772 0.898298808211353
"TNFRSF12A" 0.026795572188643 0.0383687663201903 0.407857374789543 0.973204427811357
"DLX6" 1.72257704293988e-06 4.23657290722435e-06 2.37603310707737 0.999998277422957
"MAP3K9" 3.12088601968651e-06 7.4379300944253e-06 0.619369705097985 0.99999687911398
"RALA" 9.40743188509415e-07 2.37750656337643e-06 -0.367851292057714 0.999999059256812
"BAIAP2L1" 1.76705795190248e-24 2.15752291493075e-23 1.18863898395764 1
"KDM7A" 0.724344399044725 0.761650095325143 0.0327757835088168 0.275655600955275
"ETV1" 2.48665038571531e-20 2.1632785367423e-19 -1.57090352633638 1
"AGK" 1.70377582231719e-14 9.23055644180801e-14 0.534737509670906 0.999999999999983
"ALDH3B1" 1.2013678536927e-10 4.55003199679557e-10 -1.25825998015011 0.999999999879863
"TTC22" 6.1338093718409e-07 1.58316868872495e-06 0.831215071282089 0.999999386619063
"PHTF2" 7.7016018123444e-08 2.19740201010619e-07 0.549521916992838 0.999999922983982
"CCL26" 0.0134062109210502 0.0201386584656438 0.70211929371225 0.98659378907895
"FARP2" 0.00128208385136774 0.00222735140442807 0.260579685837524 0.998717916148632
"USH1C" 0.0170494410550978 0.025196118268066 1.10142757360864 0.982950558944902
"GGCT" 2.83527387125317e-29 4.59599319290878e-28 1.58375986958642 1
"DBF4" 9.32574239997092e-17 6.1594962804722e-16 1.26531635779614 1
"TBXA2R" 1.41474766491076e-19 1.15947485199927e-18 -1.04262553988198 1
"IFRD1" 0.0977823164256664 0.126687362971289 0.203053638069172 0.902217683574334
"LGALS14" 0.138779663794366 0.174219893939861 -0.250831577633778 0.861220336205634
"COX10" 2.24278850951216e-05 4.85360738896038e-05 0.307682400231237 0.999977572114905
"GTF2IRD1" 3.11470566976312e-18 2.30868969428352e-17 0.922710237082881 1
"PAF1" 0.777811926934608 0.808489306536592 0.0232926069353033 0.222188073065392
"VPS41" 0.0543545261227552 0.0737671561876116 0.13187536986103 0.945645473877245
"ARHGAP44" 4.55679607299939e-32 8.63649399076464e-31 -1.91049932565691 1
"ELAC2" 0.000316061847968987 0.000598277246126464 0.242147725816849 0.999683938152031
"SCIN" 0.0654480682298042 0.087479231994573 0.590571993110718 0.934551931770196
"ARSD" 0.0666461019197866 0.0889773179260192 0.227603579421148 0.933353898080213
"PNPLA4" 0.22029691695247 0.265142076973837 -0.157463711483077 0.77970308304753
"MYH13" 0.713088192508512 0.751528976540106 -0.0939988875887131 0.286911807491488
"ADIPOR2" 7.51093251817518e-14 3.83366552486226e-13 -0.627471303568778 0.999999999999925
"CDKL3" 0.680265281442875 0.721225184013156 0.0440282864052589 0.319734718557125
"UPP2" 0.55261733729989 0.60183423587508 -0.131752326720354 0.44738266270011
"PRSS21" 0.00017400623788814 0.00033969336854246 -1.35851096310172 0.999825993762112
"MARK4" 0.000664951785754326 0.00120154686897059 0.27303552118895 0.999335048214246
"PROM1" 0.391027524842351 0.4435531998159 0.406544651953635 0.608972475157649
"CCDC124" 0.493498996675675 0.545069185604462 0.0850710370414236 0.506501003324325
"CEACAM21" 3.78231268546836e-27 5.5610684871394e-26 -1.66767221909763 1
"PAFAH1B1" 4.90800068695402e-20 4.17516577425534e-19 -0.532916843746523 1
"NOS2" 6.01732818469067e-13 2.85199783399576e-12 -1.3948720823299 0.999999999999398
"DNAH9" 4.95997839836006e-32 9.38961168863255e-31 -3.57613576513379 1
"KIAA0100" 0.277611444810582 0.326617185305265 0.0802284253464746 0.722388555189418
"SLC13A2" 1.20233168570066e-07 3.35915602956279e-07 -2.24958829403291 0.999999879766831
"GAS7" 1.05403474144286e-18 8.08009807259117e-18 -1.23915355181989 1
"TRAPPC6A" 0.568980600765007 0.617569859336393 0.0800267064509039 0.431019399234993
"MATK" 7.07294438198127e-21 6.43426508386779e-20 -1.35730187513631 1
"CEACAM7" 1.45962010970406e-07 4.03950115810171e-07 2.215203266756 0.999999854037989
"CD79B" 0.0839086908703647 0.11017284883166 0.375345641962943 0.916091309129635
"SCN4A" 1.19005924855229e-05 2.6497053589039e-05 1.59699242848984 0.999988099407514
"ST7L" 0.436999658120124 0.490048493764825 0.0589944796111778 0.563000341879876
"TKTL1" 2.94807815330398e-09 9.69212240820219e-09 -1.93735477717705 0.999999997051922
"PAX6" 5.06092386752297e-39 1.34477168137196e-37 -1.48365476306937 1
"RPUSD1" 3.63424293997628e-10 1.31221635054572e-09 0.856133525615899 0.999999999636576
"RHBDF1" 2.69290619273133e-06 6.47107925842724e-06 0.54851323476726 0.999997307093807
"LUC7L" 7.07014800043618e-08 2.02727852620507e-07 0.622604230510078 0.99999992929852
"CACNA2D2" 2.73302605846483e-29 4.43917193323054e-28 -3.66238587118175 1
"BAIAP3" 0.320978608520021 0.372289945118612 0.22630619622843 0.679021391479979
"TSR3" 0.0138943584484503 0.0208118599011009 0.249007000437493 0.98610564155155
"PIGQ" 0.167667662719257 0.207020725101347 -0.14691563648007 0.832332337280743
"TEAD3" 3.63956450630279e-05 7.67152847911103e-05 0.406915194811035 0.999963604354937
"SELE" 3.41632091023935e-21 3.1832374327701e-20 -2.02448033643851 1
"DNAJC11" 1.97372402429499e-09 6.59639344961746e-09 0.414903638207276 0.999999998026276
"FMO3" 5.51211776613201e-24 6.4799524380425e-23 -1.48190691062307 1
"MYLIP" 5.30996835264877e-09 1.70267354989805e-08 -0.591504251636792 0.999999994690032
"NOX1" 6.90375201563003e-10 2.41541466941641e-09 1.02665817525396 0.999999999309625
"E2F2" 1.6107302567485e-22 1.6750140755059e-21 2.2109274603702 1
"PSMB1" 0.151852822148317 0.189159265402395 0.122739137555005 0.848147177851683
"SYN1" 0.365208068902753 0.417229136090983 0.158128959416628 0.634791931097247
"JARID2" 0.00590519505366309 0.00935699882311935 0.257864738960883 0.994094804946337
"CDKL5" 7.33683112857793e-23 7.85761947362772e-22 -1.08563861570645 1
"CAMK1G" 0.456737359845307 0.509560550387007 -0.104744472618169 0.543262640154693
"CDK11A" 8.03273152780816e-05 0.000163029982146744 0.51607163271342 0.999919672684722
"NADK" 4.957983544743e-09 1.596446089115e-08 0.463157740026569 0.999999995042016
"TFAP2B" 0.0268404626584705 0.0384262224585896 -0.783736072936005 0.973159537341529
"TFAP2D" 5.57719739172295e-07 1.44807818305054e-06 2.83873810072564 0.999999442280261
"DLEC1" 4.20889319558757e-10 1.50889616251683e-09 -1.41135547401679 0.999999999579111
"CYTH3" 0.357795192296712 0.41000914078534 -0.120089251663269 0.642204807703288
"ADAM22" 0.117917166368174 0.150073855941946 -0.243798400062348 0.882082833631825
"SYPL1" 0.0962290313720415 0.124895634264075 -0.13050613642808 0.903770968627959
"CYB561" 4.09926947916324e-08 1.19820799980833e-07 0.521307852477108 0.999999959007305
"SPAG9" 0.0016914537427302 0.00288937274057354 -0.283496169958181 0.99830854625727
"CELSR3" 4.28407656696492e-19 3.38715053669496e-18 2.93630963239327 1
"AASS" 0.00838871821761269 0.0130035210121937 -0.430799073865228 0.991611281782387
"PLEKHG6" 2.31707029093653e-09 7.68181433145227e-09 1.35555444919774 0.99999999768293
"SS18L2" 0.000140934174355155 0.000277854455222381 0.327010922456913 0.999859065825645
"MPND" 0.0155054277296563 0.0230431257580049 -0.235233711231462 0.984494572270344
"MGST1" 9.44762149046076e-06 2.13298834014056e-05 0.709593838010121 0.99999055237851
"CRY1" 3.04732134104874e-10 1.10898569291009e-09 -0.512153628135264 0.999999999695268
"PGLYRP1" 1.37633534703728e-21 1.32136385787883e-20 -1.97145078953625 1
"NFIX" 2.21015817800442e-25 2.87249325165458e-24 -1.73094870313156 1
"ST3GAL1" 0.0184131006539155 0.0270872765821783 -0.369984951657412 0.981586899346084
"MMP25" 9.95811711242654e-08 2.80843628092897e-07 -0.768193306881898 0.999999900418829
"IL32" 0.0624879596160693 0.0837656499873322 -0.307365625268803 0.937512040383931
"PKD1" 0.00796969461030913 0.0124052503734488 -0.300369619841106 0.992030305389691
"MAPK8IP2" 0.00722138148002206 0.0113015390928853 0.735027138698528 0.992778618519978
"MED24" 0.117529823878737 0.149675367496261 0.126761477404915 0.882470176121263
"RHOBTB2" 2.10320626025772e-10 7.7697237223309e-10 -1.16334628676838 0.999999999789679
"HEATR5B" 3.0549658780825e-05 6.4970391149252e-05 -0.2942421312041 0.999969450341219
"SEC62" 0.00136145761587868 0.00235737518910438 -0.228853504521046 0.998638542384121
"RPS20" 0.272111558740335 0.320497103178243 0.115521501628042 0.727888441259665
"CSDE1" 3.38467007330264e-06 8.0328639806207e-06 -0.305903603688386 0.999996615329927
"UBE3C" 3.55064179622619e-05 7.49585098577647e-05 0.275508288847706 0.999964493582038
"REV3L" 3.40352680416238e-13 1.64653520768852e-12 -0.782272980312994 0.99999999999966
"TENM1" 0.997349531513007 0.997598541801733 0.00124510006905874 0.00265046848699302
"PAX7" 0.00010939483816844 0.000218478125906237 2.81199052177824 0.999890605161832
"MASP2" 9.71574212853734e-06 2.18953758266283e-05 -0.758437797003498 0.999990284257872
"IYD" 0.503446753520394 0.55472692222506 -0.233553579956163 0.496553246479606
"FAM76A" 3.84114415608262e-13 1.8493675848793e-12 -0.475268228412823 0.999999999999616
"TRAF3IP3" 0.0798162776146644 0.105236388592081 0.301471486211749 0.920183722385336
"POMT2" 1.14670533736175e-09 3.91433024048839e-09 0.568074812041947 0.999999998853295
"VTA1" 0.106118746015974 0.136381613903717 0.120027453202776 0.893881253984026
"MLXIPL" 7.77080895646053e-06 1.76952389748344e-05 -0.975238561066954 0.999992229191044
"BAZ1B" 2.3573471032663e-07 6.37519306314255e-07 0.37156961616254 0.99999976426529
"RANBP9" 1.96961833944434e-10 7.3097041410257e-10 0.447889086418326 0.999999999803038
"ETV7" 0.000235148022143932 0.000451673508295757 0.666935830362929 0.999764851977856
"SPRTN" 9.62763081035055e-11 3.67710294435577e-10 0.497368812384322 0.999999999903724
"METTL13" 7.64352888017287e-12 3.26576098829956e-11 0.498016898279522 0.999999999992356
"DYRK4" 0.00656546904081763 0.0103221025596401 -0.265104751058866 0.993434530959182
"ZNF207" 2.3557798087504e-22 2.41861060059422e-21 0.541497940990563 1
"UQCRC1" 0.0114709933776433 0.0174017731553809 0.250665548121443 0.988529006622357
"STARD3NL" 0.000139943656337149 0.000275935358565021 -0.343644827657992 0.999860056343663
"CD9" 5.87395501742478e-10 2.07084197761845e-09 -0.854594558971275 0.999999999412605
"HHATL" 0.00286924598116859 0.00474987872629254 -1.05707324268569 0.997130754018831
"NCAPD2" 5.25064088044751e-13 2.50111006381388e-12 0.85937391249428 0.999999999999475
"IFFO1" 9.99163043289148e-10 3.43248151761676e-09 -0.738108686596858 0.999999999000837
"GIPR" 0.0181435155831714 0.0267126209804629 0.540538607525401 0.981856484416829
"PHF7" 0.0785382549556155 0.103678467357925 -0.143475781446176 0.921461745044384
"SEMA3G" 6.88919010009141e-100 2.58408714242731e-97 -3.03829972775965 1
"NISCH" 2.04977272984963e-06 4.99407618727261e-06 -0.406285544960972 0.99999795022727
"STAB1" 0.561051688683919 0.610150973111192 -0.0812708995009251 0.438948311316081
"FUZ" 0.000283492450202177 0.00053964944285506 -0.37271364490226 0.999716507549798
"SLC6A13" 6.47825913961537e-56 3.42583087419201e-54 -3.43571010798888 1
"PRSS3" 3.50821913910708e-08 1.03331019895285e-07 2.49806200526842 0.999999964917809
"ZNF200" 3.83962564347762e-06 9.05399444497814e-06 0.321958893064659 0.999996160374357
"CD4" 2.74916611697061e-14 1.46437583555545e-13 -1.06455356032158 0.999999999999972
"LRRC23" 8.21814368880935e-12 3.5047710089055e-11 -0.859586860671101 0.999999999991782
"BTK" 2.68946698923478e-32 5.17642160732313e-31 -1.57309132102858 1
"HFE" 0.0473215869872294 0.0649463815960708 0.231706956347355 0.952678413012771
"SCMH1" 0.601598450669752 0.648175110945386 -0.037912919504003 0.398401549330248
"FYN" 1.04785724661414e-09 3.58982360463881e-09 -0.692130628773639 0.999999998952143
"HIVEP2" 0.043301461464596 0.0597339438900503 -0.180772050369186 0.956698538535404
"FMO1" 1.07568561415723e-05 2.41169492226049e-05 1.02791569350658 0.999989243143858
"LYPLA2" 1.09787254716514e-12 5.07526119610965e-12 0.761534112175857 0.999999999998902
"CLCN6" 0.000183553152968155 0.000357206660741237 -0.347085446791337 0.999816446847032
"MRC2" 3.54478688112204e-09 1.15783449991125e-08 -0.847348020538961 0.999999996455213
"NME2" 1.03480887248821e-05 2.32424903277571e-05 0.80862981175207 0.999989651911275
"SLC6A7" 6.60287582351028e-07 1.69609466726226e-06 1.08408994146357 0.999999339712418
"TSPAN9" 3.46650165927214e-18 2.56355824220084e-17 -0.923264715060112 1
"BTBD7" 0.758037035797476 0.790839544008894 -0.0237202468042091 0.241962964202524
"APBA3" 9.48057261816131e-05 0.000190734883071378 0.34525582417542 0.999905194273818
"MKS1" 7.61086389453062e-10 2.64730696042451e-09 0.507831611741006 0.999999999238914
"ABHD5" 1.72004392488676e-25 2.25183347926125e-24 -0.8186425902654 1
"AKAP8L" 2.86026548338978e-05 6.10631660907925e-05 0.344021793233982 0.999971397345166
"MBTD1" 8.1046658844364e-06 1.84190722911194e-05 0.400227821259215 0.999991895334116
"UTP18" 6.9291980883359e-07 1.77652258729566e-06 0.368230461337119 0.999999307080191
"RNF216" 1.89870867346225e-05 4.14233358504973e-05 0.279847051374571 0.999981012913265
"TTC19" 0.000317434531059177 0.000600715892461981 -0.284438100315351 0.999682565468941
"PTBP1" 4.5319320671164e-12 1.98575203234231e-11 0.42947230049269 0.999999999995468
"DPF1" 0.00312680750032332 0.0051482521613633 0.608398109793161 0.996873192499677
"SYT7" 8.90232572867072e-14 4.52095754652802e-13 2.7913338756542 0.999999999999911
"LARS2" 0.000495050430996794 0.000912012381673019 0.235532737374828 0.999504949569003
"PIK3C2A" 2.2040744497899e-05 4.77495188726142e-05 -0.342474122023419 0.999977959255502
"PLAUR" 0.681048956486486 0.721771379142555 0.0658426419299565 0.318951043513514
"ANLN" 4.51396878845402e-20 3.85215886714152e-19 3.31310030630451 1
"WIZ" 0.334540537237178 0.386186968587063 0.0801292395392888 0.665459462762822
"RABGAP1" 9.16822216895355e-05 0.000184912161264289 -0.247596091923364 0.99990831777831
"DCN" 1.56886615167476e-20 1.38184332683385e-19 -1.68128422256819 1
"QPCTL" 4.62510499937325e-09 1.49226482366255e-08 0.712829249071081 0.999999995374895
"PPP5C" 0.0114466573586194 0.0173664882454306 0.179559520424699 0.988553342641381
"CEP68" 0.000262794137821818 0.000502204579256885 -0.266842585096345 0.999737205862178
"MAP4K3" 0.000212665304776625 0.000410964328335481 0.286032844005178 0.999787334695223
"ZBTB32" 0.000158120570303339 0.000309919392201064 0.666851003282338 0.999841879429697
"TYROBP" 1.15962628614408e-22 1.21927068899725e-21 -1.72946682999377 1
"GABRA3" 0.000292198544960785 0.000555173793341089 2.17890167914506 0.999707801455039
"BRCA1" 2.43866752238321e-10 8.95359228064616e-10 1.19394421506069 0.999999999756133
"ERCC1" 0.164939105708624 0.203948392822324 0.108269138838511 0.835060894291376
"CD22" 7.22689401863755e-07 1.85078713284543e-06 -0.927567029963894 0.999999277310598
"SEMA3B" 5.8457634710122e-23 6.31099859598097e-22 -2.17468654938194 1
"MBTPS2" 2.74705448370323e-07 7.37225320593168e-07 0.449192124150918 0.999999725294552
"PRICKLE3" 1.4181988320537e-10 5.33605651045127e-10 0.703145397960684 0.99999999985818
"LTF" 0.429094263163502 0.481887019256658 0.298201856445734 0.570905736836498
"EXTL3" 0.884538119682111 0.901188511929301 0.0138502814622531 0.115461880317889
"NR1H4" 6.70676293607337e-05 0.000137485230548967 -1.4171870380522 0.999932932370639
"ELOVL5" 0.926518966236157 0.936329850026502 -0.00821768994615402 0.0734810337638434
"ALOX5" 3.44392570962987e-33 6.94338472132751e-32 -2.00357009879295 1
"KDM5D" 0.296156995429844 0.346038552541869 -0.195423738756225 0.703843004570156
"CALCOCO1" 5.41318079364037e-37 1.30507014978514e-35 -1.22840995378228 1
"UBR7" 0.253580228016512 0.301000551786747 0.0755448429589346 0.746419771983488
"MAP4K5" 0.319565055268289 0.370757069229048 0.077005880648968 0.680434944731711
"EHD3" 0.0389114574094656 0.0541176939344029 -0.227656901001632 0.961088542590534
"PSMC4" 1.20909703431439e-13 6.08851890929028e-13 0.705031507972312 0.999999999999879
"MAN2B2" 0.00480189762582187 0.00770644843849562 -0.237721148489284 0.995198102374178
"SLC7A14" 0.000176248681987342 0.000343904547758751 -0.906503211804331 0.999823751318013
"CLDN11" 1.41398452030118e-32 2.77447157274181e-31 -2.00004538045168 1
"SLC25A39" 1.59525239207107e-23 1.81195956561368e-22 1.12137200654388 1
"MVP" 0.780064607214454 0.810569646293128 0.0338484618087 0.219935392785546
"NUB1" 0.422436453413054 0.475403122878813 0.0489430770500055 0.577563546586946
"PGM3" 3.80760797662075e-08 1.11713283898168e-07 0.489405620066813 0.99999996192392
"RWDD2A" 0.821451730598639 0.846369229347077 0.0190198781236977 0.178548269401361
"CLK1" 0.873721489318461 0.891960888485854 0.0160849903896891 0.126278510681539
"POLR3B" 0.177418737859334 0.21797583965061 -0.0958680552366253 0.822581262140666
