"pvalue" "adjpvalue" "logFC"
"PLEKHA3" 0.277268090998608 0.324015145610531 0.0724377214688181
"EFCAB7" 0.277516569307992 0.32428202176111 -0.0903301232575539
"PAFAH1B2" 0.277750471084609 0.324517810550077 0.0685785492762717
"CTXN1" 0.277758594745106 0.324517810550077 0.231230221627194
"PRR33" 0.277782999960678 0.324522816627971 0.205067420966794
"ZFAND1" 0.278078763677829 0.324844816351105 0.109427913683974
"MED4" 0.278154770337375 0.324910073201877 -0.0666437069573091
"ATP6V1G2" 0.27850467333639 0.325295233271246 -0.130242908824059
"SPNS3" 0.279229780187095 0.326118546316992 -0.17329780780349
"SNURF" 0.279910724509393 0.326890165492144 0.163995118299547
"ATP6V1G1" 0.280009653903948 0.326982023444597 0.0887609529999407
"LPAR1" 0.28033316434535 0.327336104229795 -0.174579055041958
"ACVR1C" 0.280466312921376 0.327467870356803 0.20918866949698
"SLAMF1" 0.280551396289974 0.327543501321823 0.176728970146563
"ANTXR2" 0.280678178207469 0.327645211393435 -0.126315715239723
"NDST2" 0.280679142279317 0.327645211393435 0.0680553083446004
"ZNF397" 0.280771096524536 0.327728833104953 0.111163414368026
"TBC1D12" 0.280820556967321 0.327762845598518 -0.07556887359413
"RIOK3" 0.281264564566636 0.328257319963479 0.0855246324136464
"CACNA2D4" 0.281313033231152 0.328290131899664 -0.115671836163737
"IGF2BP2" 0.281428914328614 0.32840160318378 0.236469708333397
"MSTN" 0.28148044215838 0.328437969440245 -0.195750397744582
"SLC17A1" 0.281690624150204 0.328659438434508 0.164667500180863
"PHF21A" 0.281846894576365 0.328817979213179 -0.0697858356234401
"PCYT1A" 0.282057196382638 0.329039528457658 -0.0685174071184837
"EPS8L2" 0.282085613914745 0.329048880222096 -0.13753967408081
"WSB1" 0.282134642018197 0.32908227083537 0.164255252977445
"CSF2" 0.282414723490921 0.329385138128937 -0.271635007281894
"SYN1" 0.28260950835463 0.329583940810782 0.173395285798425
"CTSE" 0.282626045344034 0.329583940810782 -0.444296908934763
"ICOSLG" 0.282666692372588 0.329607510213814 -0.214465961758483
"RIPK3" 0.283027803284146 0.330004730656401 -0.121551497091829
"OOEP" 0.283954737589301 0.331061584688293 -0.263045197048879
"NBPF14" 0.284228212370758 0.331345106609515 0.109557678991504
"AASDH" 0.28424563633541 0.331345106609515 0.0778337236472699
"FAR1" 0.284259547408758 0.331345106609515 -0.0850389265447101
"SPTLC1" 0.284391631126765 0.331475113343229 -0.0737604627102116
"TUNAR" 0.284427180034556 0.331492592440014 0.182884103780749
"ECE1" 0.285452038216051 0.332663000316957 0.125581721486127
"TNIP1" 0.285598577464994 0.332809728771974 -0.084946923031073
"NOL4" 0.285636523089917 0.332829900369691 -0.276338039617733
"ITGB7" 0.28591204043748 0.333126872803302 0.158815588507755
"LRRC56" 0.286453716684924 0.33373389167951 0.17161172934247
"RPS28" 0.286648456097541 0.333936652105253 -0.125721729072538
"CLMP" 0.286795185329027 0.334083456895268 -0.199513121836997
"PIPOX" 0.286937242232967 0.334224798149456 -0.197008257909724
"LDHAL6B" 0.287446039325309 0.334793267495517 0.147627937915168
"BRD1" 0.287487236345891 0.334817072353446 0.0808673983550933
"PRG2" 0.287702034589955 0.335043040859305 0.166399811228282
"PLXNC1" 0.288678172552655 0.336155529932985 -0.140003423220304
"CHST3" 0.289001590062035 0.336507843351903 -0.206502242359358
"YPEL1" 0.289629606433716 0.33721474930841 -0.133032304856095
"PARP8" 0.290227642082111 0.337886649281245 0.101706019309623
"CD6" 0.290344910280999 0.337998777186736 -0.163826358925207
"INSIG2" 0.290879488846579 0.338596656726795 -0.0845084539510443
"RAB4A" 0.290943336019637 0.338646537249096 0.075809409755348
"FAM135B" 0.291098471958528 0.338802659418321 -0.230371328169264
"ADCY6" 0.291182358365317 0.338875839387705 -0.106222616822292
"PLXNA1" 0.291211854328385 0.338885714174785 -0.117145791579085
"UBE2N" 0.291601965131836 0.339315207821325 0.0803615685373186
"GUCY2D" 0.292015950406522 0.339772418417745 -0.200003051125507
"WAC" 0.292680132738264 0.340520656491053 0.0569760080197598
"OR6T1" 0.292729395326933 0.34055265821223 -0.159628390269201
"TIMM22" 0.292749867078714 0.34055265821223 -0.072100410401294
"C11orf71" 0.292852234033068 0.340647171694747 -0.109782462378216
"GLOD4" 0.292876568870139 0.3406509107454 0.0656506156728105
"TRIM8" 0.29318201341651 0.340981590308255 0.107165432874347
"ACADVL" 0.293588509154855 0.341429740007114 0.103220863126576
"ZMAT5" 0.293681429173565 0.341513177443434 -0.10112741283973
"TM2D2" 0.293753365146114 0.341572202901137 0.0948078269189267
"ZNF444" 0.29377581819802 0.341573685965677 0.104191002536649
"RAB11FIP5" 0.29389579206913 0.341688548279608 -0.0963688880128741
"CD3G" 0.294100060339116 0.341901389160271 -0.178580186635397
"IREB2" 0.294244694768373 0.342044877976151 -0.0770051480336541
"SVOP" 0.294340888215344 0.342132039926872 0.176161877495108
"ZNF566" 0.294451108898623 0.342235492932614 0.0906402042522865
"RAB3GAP1" 0.294531792364345 0.342304602899879 0.0553388326858296
"SRSF3" 0.295081108499495 0.342918308162573 0.0574154922338343
"DSC3" 0.295110522881841 0.34292778267732 -0.340227486643857
"ENAM" 0.295659901986749 0.343541427789372 -0.282907809752674
"ZSWIM5" 0.296320420792849 0.344284113742103 0.158302496159002
"LY6G6C" 0.296399232424603 0.344350876595579 -0.182667678786785
"RALGAPA1" 0.296845346212381 0.344844323614195 0.131226710819537
"NLRP4" 0.297689539614405 0.345800114111685 0.181985478084292
"MRPL23" 0.297750026391878 0.345845468506021 0.123133154437047
"ERVK3-1" 0.297856806678227 0.345944583777139 0.0762378601360251
"LRRC75B" 0.298611389670615 0.346796018432989 0.156704321934788
"SPAG11B" 0.298819689999953 0.347012944057113 0.124564851255264
"NBPF9" 0.299682127331633 0.347989419131167 0.110526479182448
"FAM209B" 0.299733365461729 0.348023860883466 0.108839459244058
"PANK3" 0.299764845920709 0.348035358469271 -0.0872837365291877
"PLAG1" 0.300282082093674 0.34861078975663 -0.20170475847043
"TAS2R30" 0.300315541146771 0.348624540316414 0.186080716214095
"SERTAD4" 0.300800953534631 0.349162906049663 0.215870197343034
"PTH2R" 0.301681140363338 0.350159406514125 0.252788481428054
"INS" 0.301846243287859 0.350325829890616 0.0925950407895443
"C1orf100" 0.301902576124842 0.3503659987277 0.136636628555406
"VGLL2" 0.302514888501334 0.351040317755815 0.152993678983355
"MAPK1IP1L" 0.30252752727323 0.351040317755815 -0.0680964575206031
"POLR2E" 0.302548915439493 0.351040317755815 -0.0951755871347215
"NUTM2E" 0.30261858857088 0.3510959009538 -0.161499787386636
"GJC3" 0.303580829564653 0.352186952459778 -0.206296122530864
"JAGN1" 0.3038564518549 0.352481351551185 0.0888298920039187
"CAMTA1" 0.303907155464844 0.352514815569398 0.0751713253203721
"RTN2" 0.30395224019051 0.352541757660919 -0.141305661562297
"TMLHE" 0.304592202685487 0.353258620630921 -0.153245101544457
"ACSL6" 0.305215614658088 0.353956187001748 0.193059703408075
"NLRX1" 0.305379558485946 0.354106949967255 -0.0890846442692808
"TMEM233" 0.305389526569813 0.354106949967255 -0.206372235588889
"HEATR5A" 0.305491185943964 0.354199362956667 0.091414969478862
"COL8A1" 0.305627442549018 0.35433187326575 -0.177319229273762
"ALDH1L1" 0.305683743459166 0.354371673848407 0.307685241134489
"TMEM132B" 0.305851389238646 0.354540538811997 -0.211717945867249
"KIAA1210" 0.305885368381396 0.354554445319694 0.171691652545555
"RHBDD1" 0.306160381974608 0.354847714922999 0.0556783752973103
"KIAA0825" 0.307077999503713 0.35588568326474 -0.151083350926706
"TM2D3" 0.307275395378807 0.356088867083257 -0.0623032037819261
"SLC22A31" 0.307376827095466 0.356180820764622 -0.331513613729453
"MS4A4E" 0.307422123120695 0.356207717227995 -0.179686137251287
"CKMT2" 0.307492482569332 0.356254288891075 -0.167168924374152
"FAM210B" 0.30750649202936 0.356254288891075 0.0937542533341519
"PRR15L" 0.307599421982827 0.356336355466567 0.206871177876262
"TRIP11" 0.307686336389896 0.356411442087952 0.0836333640996008
"ZSCAN23" 0.307861482494271 0.356588714624782 -0.225940360291942
"PCBP1" 0.307883668007081 0.356588803768937 -0.0843968611208433
"MYO18A" 0.308018356620795 0.356719183882875 0.110675293231625
"ATM" 0.308324479015494 0.357048070221202 0.108208902783038
"TBC1D24" 0.30837651520985 0.357082691781153 -0.11977292945612
"SUMF2" 0.308897821653473 0.357660657964743 0.110604591397849
"ASMT" 0.309368144798913 0.35816350089394 0.134453393344513
"ZNF10" 0.309391140221642 0.35816350089394 -0.107991309544113
"VPS13B" 0.309398726390679 0.35816350089394 0.103607701983334
"SLC30A9" 0.309573298838554 0.358339869166574 0.0681595653542798
"ANO10" 0.309764938279264 0.358535966236544 -0.0699945478534238
"NBAS" 0.310177986345109 0.358988285143532 0.0664982572749961
"GPR156" 0.310291310180459 0.359093674528279 0.227213910013249
"SDE2" 0.310523425355622 0.359336513672035 -0.0717822122867131
"ZNF778" 0.310603945058897 0.359403904860819 -0.109253550676124
"ADAMTS7" 0.311296777707102 0.360179750906589 0.156568641116453
"ST8SIA4" 0.311799496991257 0.360720776257965 0.155846719071129
"TOR1A" 0.311809105498701 0.360720776257965 0.0603958504232737
"AMY1B" 0.312305389524024 0.361268997176575 0.132315726188057
"IL1RAP" 0.312398989927569 0.361351356034263 0.152926723499721
"PCBP4" 0.312836273741934 0.36183121256247 0.10260431169764
"KDM3B" 0.313122207407243 0.362135958932413 0.0641932731453076
"KLHDC9" 0.313837360998481 0.362937032734244 0.180152655674529
"SERPINE1" 0.314554259448484 0.363740009366547 -0.219802287035044
"MAFK" 0.314968931350003 0.364193411265624 -0.159608585648262
"MED12L" 0.315104968959056 0.364324590992159 -0.171867826782684
"VAT1L" 0.31524457972266 0.364459882900636 -0.221389957113658
"OR52N2" 0.315310039356435 0.364509434115535 0.159829609513308
"USP19" 0.315532292178599 0.364740223647146 -0.0657357796441871
"MAP4K5" 0.315561675537356 0.36474804821141 0.0769639596975083
"IER5" 0.315645290337869 0.364818551620171 -0.114804160860853
"LSM3" 0.315764345686269 0.36493000369546 -0.0736152232043535
"ABLIM2" 0.3163078993275 0.365531998871766 -0.182288271222383
"C19orf44" 0.316433058265997 0.365650436794116 -0.0823747463017182
"CCDC9" 0.316979992473934 0.366256200201452 -0.0967717279144686
"DUS3L" 0.317093283112423 0.366360856971366 0.104665930237291
"FXYD5" 0.317160828084354 0.366393892989369 -0.148920396561603
"KAT8" 0.317167309437508 0.366393892989369 0.0702795024433269
"UBR3" 0.317554944741018 0.366815419589478 -0.0755745930930505
"ZNF155" 0.317725619437063 0.366986287303092 0.0948332484433535
"ENPP5" 0.31782613288388 0.367076097191844 0.161056382203325
"CCDC97" 0.317906906278621 0.367143096904474 0.0704764203496631
"OGFR" 0.317935869378144 0.367150256833971 -0.0967567763513147
"ZNF823" 0.318158238798144 0.367380744099031 0.0867502394203909
"PYY" 0.318700004903663 0.36797998275404 0.147996763260653
"MAPK8IP1" 0.319310077727476 0.368657998830813 -0.151310717993343
"KLHL30" 0.319683491356919 0.369062703607169 -0.218844917046111
"CHCHD5" 0.319887530838766 0.369271828292189 0.11550333965041
"CD3E" 0.320176573085895 0.369579041530266 -0.164231381400069
"RRH" 0.320261486628774 0.369650602392693 -0.120703219707815
"TMEM184C" 0.320510877067647 0.369911981125158 0.0595796021440483
"TMEM175" 0.320666887920656 0.370065557761324 0.0954763369448774
"MPV17L" 0.320795124324672 0.370187061617847 -0.232110351214007
"ATL3" 0.32103035606042 0.370432008363036 -0.076273013781933
"PDZK1IP1" 0.321100917406215 0.370486923016299 0.26279165579703
"VPS29" 0.32124648870603 0.370628370267493 0.0769521867022421
"LRSAM1" 0.321485835836355 0.370877980559657 0.0755396744175842
"PPIP5K2" 0.321806082962529 0.37122087770724 0.072904182177209
"SENP3-EIF4A1" 0.322279788933484 0.371740736301806 -0.11775300539323
"SSC5D" 0.322354409450812 0.371800219538912 -0.162368734456058
"GYS2" 0.322662776145452 0.372129275398641 0.163303427193102
"FUNDC2" 0.323394225969517 0.372943758433691 -0.0918261417970928
"TM7SF2" 0.323415236481619 0.372943758433691 0.148468598926423
"CMTR2" 0.323537042232166 0.373057546051087 -0.07601391823254
"MRPL57" 0.32379012832953 0.373322680665308 0.0949164337889741
"FANCC" 0.323923225663336 0.373449442939525 -0.0841918155087047
"GRM8" 0.324349280668213 0.37391391236492 -0.176944093786096
"LRRN2" 0.325339780526455 0.375028967989651 -0.166571800392159
"DOCK1" 0.325491140749656 0.375176631826713 0.0993125654835382
"B4GALT6" 0.325560012790655 0.375229201536407 -0.178053442751736
"TMEM230" 0.325890438040972 0.375583199368549 0.0743823655034763
"STRIP1" 0.325926877061208 0.375598356681925 -0.0525642668560147
"GLCE" 0.325975777937987 0.375627871855526 0.0998441152659786
"FLRT2" 0.326197535559385 0.375856554581891 -0.193469800219612
"SPAG11A" 0.326351599500134 0.376007211110627 0.110668187415792
"AGO1" 0.326862820122336 0.376569316125225 0.0725722614478152
"KLHDC8B" 0.327118309880069 0.376815657356526 0.118796880416529
"ISM1" 0.327123369973717 0.376815657356526 0.203809735395145
"ZNF549" 0.32743260830047 0.377144936033584 -0.122960087165155
"MT-ND4" 0.327672227682239 0.377393984596318 -0.140393607402888
"FBXO31" 0.327788833566865 0.377501327854335 -0.0645474741112075
"TRIP4" 0.327886676808641 0.377587049139409 0.0606257808792036
"MYO3A" 0.328762639803933 0.378568759719971 -0.264119855095187
"CYB5RL" 0.329176220231968 0.37901793661632 0.0950670189953231
"AKAP8" 0.329235037421511 0.379058599369802 0.050598960389303
"MGST2" 0.329931361609839 0.37983318568202 -0.0898341828752292
"DYNC1I1" 0.330006958937864 0.379893101185412 0.194552672426748
"ABAT" 0.330571293951463 0.380515586650239 -0.159522729844819
"LRRC38" 0.330684146970832 0.380618326303615 0.161661973648078
"DLG1" 0.330780694662064 0.380702285158015 -0.0707026095720272
"AKR1C3" 0.330813108180375 0.380712423962987 0.333247900341106
"PPP3R1" 0.330883866804098 0.380766687192016 0.0588979409243711
"CYTH3" 0.33139772556721 0.381330806568705 -0.125642167361796
"AK5" 0.332170315349837 0.382192539326403 -0.212138179926507
"ZNF541" 0.332251157046434 0.382258286040511 -0.194322564002156
"PREPL" 0.332530788159052 0.382552716277985 0.0733816936225073
"PDCD7" 0.33259414373982 0.38259831284356 -0.0468823950618026
"ZBTB20" 0.332730322245587 0.382727668485171 -0.17524440749845
"AMER3" 0.333124546030889 0.383153804673195 0.148676204671323
"C2orf81" 0.333367424262066 0.383405817592902 -0.141075013657546
"SH3YL1" 0.333480859385676 0.383508932693873 0.0999015230565726
"ALX4" 0.334303629925434 0.384427723304386 0.181853704519196
"THAP7" 0.334409345047057 0.384521873976188 0.102405414484252
"KDM5D" 0.33445900683785 0.384551562680901 -0.141203613590143
"CYP11B1" 0.335723029756042 0.385964394426582 0.106935478094769
"MGAT5" 0.335735659607226 0.385964394426582 0.0959117017368025
"FITM2" 0.335773067924141 0.385979888286542 -0.0926718197048854
"HSD11B2" 0.335885675339997 0.386081817100827 0.175422247046255
"FNDC3A" 0.336081586371218 0.386279477416188 -0.0877909495359965
"TRIM16" 0.336281826883244 0.386456750996016 0.146503244568981
"SNAPC1" 0.33628374358169 0.386456750996016 0.0873648642282223
"CERK" 0.336406650203381 0.386570451776171 0.079471193354644
"ZNF519" 0.336641108905595 0.386812313566884 0.116550325101518
"COX16" 0.336782201491098 0.386946867634273 0.0756688523534925
"BCAS2" 0.337001808328234 0.387171605280012 0.0719815822220994
"GBA2" 0.337244494429818 0.387422824120979 -0.077119285160086
"TMEM259" 0.337306320916139 0.387466252407692 0.0960730198178479
"ATP11A" 0.337378049628275 0.387521048458514 -0.161567843710166
"PHF5A" 0.337484311488975 0.38761549953754 0.0885173646517247
"HNRNPLL" 0.337583903915455 0.387702277574222 -0.0573584014753198
"SEC24B" 0.337685358691141 0.38776460970094 -0.0566257391652182
"OS9" 0.337686261259805 0.38776460970094 0.0897053153090162
"ANKRD28" 0.338119312655288 0.388234241746788 -0.0776186219816158
"URM1" 0.338480292545061 0.388621059115837 -0.0768899457582736
"HBQ1" 0.339089204455082 0.389292460577694 -0.173266672189055
"DHX30" 0.339127839905891 0.389309105326841 0.0579275389645947
"SRFBP1" 0.339366083174919 0.389554875491301 0.0782411087438894
"ZNF431" 0.339393870389763 0.389559047503308 0.123897437020953
"TAPBP" 0.340089048415123 0.390329201016689 0.084535719952877
"ADCY1" 0.340210950383355 0.390433182388624 -0.188422012537255
"HTR4" 0.340256599478001 0.390433182388624 0.160391214384801
"SCARB1" 0.340265879586981 0.390433182388624 -0.132463646427732
"C9orf152" 0.340282818836187 0.390433182388624 -0.242106377782533
"DTD1" 0.340316699926039 0.390433182388624 0.0797643396972645
"PCDHGB1" 0.340324887544278 0.390433182388624 0.212961504692053
"KCNJ13" 0.340444929794359 0.390543120387853 0.193186450566956
"DCAF8" 0.341103663139723 0.39127096101135 0.0744955989291669
"TMEM219" 0.342201814912334 0.392502707489762 -0.0885553699547906
"WIZ" 0.342561481129532 0.392887302079088 0.0788780188192332
"ERMN" 0.342708311412796 0.393027755601321 -0.161421325776604
"IMPACT" 0.342838148093157 0.393148701784183 -0.072164693511788
"ORM1" 0.343020496691225 0.39332984438595 -0.322017437048146
"ZCCHC12" 0.343045223646895 0.393330234748046 -0.222315049678705
"GPR15" 0.343098584220255 0.393363453574673 0.227507476448087
"ATF4" 0.343129824132919 0.39337130808443 -0.0850164131060179
"CLIP3" 0.343344511816744 0.393589454946145 0.124098938621549
"AMIGO2" 0.343446534722776 0.393678427868926 0.183540833740861
"C12orf57" 0.343520431502085 0.393735150632257 -0.126717702748297
"SUPT6H" 0.343568640372721 0.393758788468721 0.0677291030326225
"SMIM13" 0.343589880892106 0.393758788468721 0.0812126245378863
"HNRNPH3" 0.34368522433046 0.393840069856198 0.0555790274558139
"UBE3B" 0.343889229499065 0.394045849857234 0.0511060134991514
"IL17RB" 0.344209934949576 0.394385312268361 0.139989090556466
"TIFAB" 0.344273314605622 0.39442991129948 0.191633536456866
"C2orf72" 0.344366526365656 0.394508679860194 0.293948426457227
"S1PR3" 0.344537019671699 0.394675965219093 0.12436871601131
"GFI1" 0.344793310119831 0.394941502657677 0.145508743541163
"KMT2A" 0.344837897911774 0.394964526020381 0.0940307765144546
"HCN4" 0.345087321025858 0.395222140227655 -0.28243605835985
"CHMP7" 0.345238585091484 0.395367306087798 0.0654164687191667
"SHB" 0.34558788170901 0.395739222157233 0.0987646919190943
"PAX2" 0.345616070046951 0.395743404358034 0.125057016516273
"GOLGA8M" 0.345645116486767 0.395748568454254 -0.110904730416875
"KRTDAP" 0.346203878509113 0.396360189982501 -0.132913240170719
"SRBD1" 0.346516659842057 0.396690127517392 -0.0558436079970802
"MED28" 0.346578141898079 0.396732352780278 0.0660585889055869
"SLC35G1" 0.346982737851859 0.397167310965342 0.135103988820059
"FBLL1" 0.347278616884464 0.397477775456253 0.20633073931831
"ZGLP1" 0.34741974730465 0.397611090915824 0.125713709158664
"SLITRK6" 0.347466136982608 0.397635967318894 -0.328524329615627
"OTOGL" 0.347933249446576 0.398142276007366 0.203770983853105
"RHOXF1" 0.348193126808709 0.398411389209539 -0.158127913952684
"KCNQ4" 0.348630248036397 0.398883256762365 0.183392267477498
"HSD3B1" 0.348849292356983 0.399091810850467 0.108915006103333
"GALNT11" 0.348862015077235 0.399091810850467 0.0892319216593601
"FAM184B" 0.348919502884361 0.399106234630877 0.152953419736434
"NKAIN2" 0.348924112749085 0.399106234630877 0.265970179623369
"CUL1" 0.349200760559509 0.399392733437884 0.0480165718423545
"SNX11" 0.349224113068044 0.399392733437884 -0.0658200315580134
"MOXD1" 0.349250776179608 0.399394907047709 0.155976182360871
"APOD" 0.349374394430241 0.399507948086874 -0.274126308582757
"NBPF1" 0.349452469592142 0.399568898486578 0.0878130090533249
"DDX50" 0.349521479561569 0.399601842238418 0.0571402995026465
"ACACA" 0.34953083206024 0.399601842238418 -0.0819355566637466
"PPM1B" 0.34993083351955 0.400030789838885 -0.0532166986575057
"ITFG1" 0.350143511369212 0.40024554889256 0.0693626594437038
"PDE1A" 0.350610060964485 0.400750455197802 -0.144856898598293
"INSM1" 0.350714676437409 0.400841625301797 0.275742034080173
"RECQL" 0.350809741652764 0.400921868002369 -0.101043637003077
"C1R" 0.351136238032034 0.401260901544751 -0.116842571529991
"NRSN1" 0.351156155081168 0.401260901544751 -0.119906592372888
"BAD" 0.351324596154383 0.401423657073722 -0.107618077157648
"INTS12" 0.351348364245132 0.401423657073722 0.0532204142134195
"MXD1" 0.351574643076507 0.401626720009717 -0.114380363317669
"ARL8A" 0.351575898060462 0.401626720009717 -0.0709640746920027
"SMAP1" 0.351660019340732 0.401694366285175 -0.0719340697892791
"ESR2" 0.351786752449811 0.401810674191842 0.132340243010676
"HMGCL" 0.351957188874069 0.401976879999282 0.0753229031133456
"CXXC4" 0.35209783294092 0.402086604156974 0.226991446376489
"RTN3" 0.352103118427249 0.402086604156974 -0.0640777052260879
"MPP2" 0.35305670537468 0.403147015999165 0.181449303338684
"ZNF41" 0.35349589347119 0.40361993952972 -0.0616589499721047
"PHF3" 0.353708923452025 0.403834588119042 -0.0746369884033286
"VPS37A" 0.353986707291823 0.404123131505507 0.0935652684872183
"RALYL" 0.354254314424402 0.404400016798866 -0.131172135505413
"EFS" 0.354288036335485 0.404409889458955 -0.191753090453179
"DNAH17" 0.354522913804936 0.404649357919455 -0.140875820366679
"BRD3" 0.354794109838528 0.404930243248346 -0.0722083881331638
"DPPA5" 0.354979957567046 0.405113686803855 0.114711905785717
"MED16" 0.355194799743264 0.405330191386664 -0.0916075262464294
"PRODH2" 0.355369764631432 0.405501162627547 0.107132923468708
"ACOX1" 0.355586138319444 0.405719356604012 0.0680639898590083
"ME1" 0.35582418013496 0.405962241026863 0.155466822865356
"GPR25" 0.356030599826507 0.406169015744924 0.169323357302804
"ACER2" 0.356188083005073 0.40631993710933 -0.14071153047882
"MX1" 0.356240411262654 0.406350890612117 0.164216853107395
"APOL1" 0.356283521099726 0.40637132535305 -0.150652260662362
"BCL2L1" 0.356378884443694 0.406451352509711 -0.0933965070000256
"TTLL3" 0.356729911758173 0.406822933376764 0.145775076162486
"COL4A1" 0.356883518944054 0.406969335198575 0.12980714674262
"SALL2" 0.357454642950296 0.407591794708047 -0.15978860555587
"UAP1L1" 0.357615418182002 0.407746294348757 -0.10805441663983
"AQP3" 0.357663783794419 0.407772613898366 -0.245049582048903
"ADAP1" 0.358140547652087 0.408287312205295 0.14848621665631
"KCNH7" 0.358212204087805 0.408340139920292 0.162689485150431
"CHIT1" 0.35828292560774 0.408391894496625 -0.315756038111318
"ATP1A4" 0.358445007799891 0.408541433071212 0.126561467883321
"SRGAP3" 0.358464775300626 0.408541433071212 -0.135312195615739
"SERPINB1" 0.358949778184483 0.409065284557163 -0.11861363912072
"DIS3" 0.359103526925457 0.409211585825964 -0.0607378757272099
"SLC6A1" 0.35927221706078 0.409374891485222 -0.153869427537504
"KDM2B" 0.359515146941342 0.409622761021257 -0.0589188083752226
"SGSM2" 0.360258253304478 0.410440444129965 0.105419892676277
"CNIH1" 0.360293838621179 0.410451993439822 0.0856294335488037
"SNTB1" 0.360684096638848 0.410867560893282 -0.134841095026772
"SMPD3" 0.360762690441784 0.410928067382453 -0.191439494416289
"AAK1" 0.360968509792947 0.411133471820524 -0.0847444387655037
"MT-CO2" 0.361004012645372 0.411144875014631 0.124839389292065
"BOD1L1" 0.36161449789858 0.411800843641238 -0.0831282490334005
"MYEF2" 0.361648303086324 0.411800843641238 0.149256744383989
"PCDHA13" 0.361656578224201 0.411800843641238 -0.201122941821753
"TMEM18" 0.361691216386039 0.411811211992829 -0.0677227445344458
"STAP1" 0.36196965153833 0.41209913952578 -0.165141402249412
"GGT7" 0.362194962704818 0.412326549510588 0.110383150944956
"TRAF3" 0.362249134736991 0.412359114558045 0.0724347057878458
"ZDHHC11" 0.36231492311347 0.41240489731102 0.207202790594099
"P2RY2" 0.362345653094426 0.412410771205983 -0.126703346498403
"ZNF473" 0.362600645244429 0.412671874622311 0.0714097719654782
"TGFBI" 0.362823681470581 0.412896575068017 0.16859387190472
"KCNH2" 0.363449939253101 0.413580081149518 0.252108647044618
"SNAI2" 0.363587927917263 0.413707914594535 -0.159955263333529
"CLEC5A" 0.363652135506372 0.413751784253828 0.185330027616329
"CYBA" 0.364053030444505 0.414178692815082 -0.139705354766391
"AMBRA1" 0.364096331710847 0.414198739890271 0.0541970400588621
"TGFBRAP1" 0.365088214674474 0.415293440090465 0.0546411991076158
"SMIM4" 0.365110111010155 0.415293440090465 -0.0938620752293609
"DCAF7" 0.365680600155997 0.415913010360065 0.0572917825031986
"TNKS" 0.366322229282634 0.41661339980959 0.0771768757864252
"KHK" 0.366407122313846 0.41668056657971 0.107669931058368
"FCGR2B" 0.366454662776404 0.416705249289384 0.146631806087833
"CEP44" 0.366597306848178 0.416838065714082 0.0682884535501901
"PRH1" 0.366681348858787 0.416904234861368 0.119760631458382
"CLK3" 0.367175466260068 0.417436603602498 0.057404511581445
"DAG1" 0.367966232079515 0.418306128926593 -0.0724288189571819
"MDGA2" 0.368457728158058 0.418830314253421 0.188556236214237
"MTR" 0.368479270832416 0.418830314253421 -0.0717935220747817
"HADH" 0.369363791785052 0.419806116390748 -0.0792039427588566
"CLCA1" 0.369559847082348 0.419999349886639 0.18558324975196
"IFNAR1" 0.36970348770253 0.420132991837815 -0.0543113146640114
"ADH6" 0.370277151244306 0.420755260843977 -0.223337133438445
"P4HTM" 0.370714697690338 0.421222779784957 0.0831423904743719
"KDM6A" 0.370970578082033 0.421483830225775 0.0691511671422164
"SERPINB3" 0.371547145604136 0.422109171758055 0.392890753236035
"ADAM21" 0.371606793205513 0.42214720155034 0.150167259344015
"MPP7" 0.371715594758125 0.422241061191196 -0.117039762303181
"ZNF837" 0.371748355933973 0.422248537525285 0.109228008344259
"GPRC5C" 0.371956638915348 0.422455364345163 0.17861733666952
"SLC2A10" 0.372544111041356 0.423092801505847 0.173277413472236
"HSBP1" 0.372966445305569 0.423542617498663 -0.083702207336064
"PLEKHH1" 0.373199875489148 0.423777864810227 0.199128750351956
"MTHFS" 0.373291024520188 0.423851526538973 -0.0935777278349458
"UBLCP1" 0.373567593732365 0.424135697543947 -0.0705993179609126
"USP22" 0.373781844950987 0.424349079834903 -0.0728287263837186
"CHD1" 0.373889908666587 0.424441887449563 0.0771781573968186
"PPP1R15B" 0.374082662110051 0.424630815481245 -0.0621180866735326
"CFAP97" 0.374204869712489 0.424739644165569 -0.0716362996660877
"ZNF688" 0.374599213770943 0.425157323123744 -0.0878512345755911
"CHRNA3" 0.374643545148513 0.425177718808075 -0.170215241273048
"EPG5" 0.374779150610765 0.425301690016254 -0.0800160375795243
"ITGB3" 0.374843092307668 0.425344325019725 0.195267901398942
"LCA5L" 0.375036323685391 0.425533652108454 -0.111858322687051
"DEGS2" 0.375087151493365 0.425561386215284 -0.238438590818074
"NEFH" 0.375192423749877 0.425650882933233 0.271079528108502
"PRR16" 0.375918687114169 0.426444823777214 0.122784047623116
"RNASE7" 0.376112212922196 0.426634354189613 0.160572600166871
"KCNS3" 0.376339537077035 0.426862193636814 -0.141854297048671
"VIPR2" 0.376636551118805 0.427169041065692 -0.216460802006558
"CTCFL" 0.376830178921443 0.427358596246939 0.18175704106783
"UBQLN2" 0.376873681811431 0.427377881877 0.0559495276111754
"TTC37" 0.377072863871705 0.427573693854523 -0.0598999922185975
"KCNH5" 0.377164200282656 0.427638354806482 -0.207193600936497
"DNAJC13" 0.377182914965405 0.427638354806482 0.0671731425262793
