"pvalue" "adjpvalue" "logFC"
"PNPLA4" 0.97610215152237 0.980412806291001 -0.00331624840251191
"MYH13" 0.0311713649788904 0.0416263409293362 0.711334023881507
"ADIPOR2" 2.71734882080112e-11 9.93609592625284e-11 -0.564545315748948
"CDKL3" 0.0946587744972744 0.117668699334608 0.194130652053351
"UPP2" 0.0279718016015629 0.0376058337944159 0.595659526013348
"PRSS21" 0.802823527732117 0.828083435364284 0.0902772072548804
"MARK4" 1.43643745114017e-05 2.85394181441732e-05 0.348298008636669
"PROM1" 0.000276723168255317 0.00047894280296062 1.54122954081637
"CCDC124" 0.0198820241484279 0.0273452006045871 0.253544148363164
"CEACAM21" 1.16458749161036e-24 1.48722340872395e-23 -1.57234232085275
"PAFAH1B1" 2.20381239460529e-18 1.64257348024901e-17 -0.491716709996807
"NOS2" 0.0347829791135488 0.0461209034957603 -0.527702093005675
"DNAH9" 7.1943174523091e-08 1.83894051011558e-07 -1.91497870234794
"KIAA0100" 0.0346736319211843 0.0459872550988226 0.160184772204574
"SLC13A2" 0.101200682803758 0.125298672982406 0.910623748499206
"GAS7" 9.12233662889908e-17 5.84329497567566e-16 -1.04933750687545
"TRAPPC6A" 0.0280587092832154 0.0377108494443123 0.293614642853029
"MATK" 4.80983772432629e-13 2.1132626710885e-12 -1.10347794553262
"CEACAM7" 4.48541347129052e-13 1.97772645922484e-12 5.16338484594881
"CD79B" 0.258483828071554 0.29800469356441 0.232430489205809
"SCN4A" 1.03701527246051e-11 3.94574648018766e-11 3.40961692991781
"ST7L" 0.0910372872845971 0.113508071012157 0.131590895586444
"TKTL1" 0.150303657516015 0.180995049430776 0.876843449540027
"PAX6" 7.97395261210505e-20 6.77617922448063e-19 -1.20513091261301
"RPUSD1" 2.32308045570246e-16 1.42738913028666e-15 1.0070642839934
"RHBDF1" 1.42798343480048e-09 4.35386480527351e-09 0.684544656308102
"LUC7L" 1.74012055545584e-09 5.26080683016819e-09 0.686434029725722
"CACNA2D2" 8.08502865307686e-20 6.85972788771576e-19 -2.25042810505733
"BAIAP3" 0.168210939024175 0.200908933317603 0.283182179395186
"TSR3" 0.000144544902675873 0.000257922860411457 0.345323706836038
"PIGQ" 0.922469920715976 0.933700492703356 -0.00966098898553745
"TEAD3" 3.25071263746328e-07 7.73428885228576e-07 0.494844626216789
"SELE" 7.93717588405924e-38 2.63412983197513e-36 -2.89129983777091
"DNAJC11" 6.70460290214604e-12 2.60512021702514e-11 0.46531625066774
"FMO3" 2.3305085265284e-12 9.53787668723079e-12 -1.12791945637371
"MYLIP" 1.52839219090327e-06 3.38479165825605e-06 -0.467438997911316
"NOX1" 2.59170455795205e-12 1.05493830742894e-11 1.35647264004505
"E2F2" 8.34053563415715e-30 1.55699651901992e-28 2.32892647367018
"PSMB1" 0.0379381535476722 0.0500658221707089 0.188638101153397
"SYN1" 0.0099457988164298 0.0142642529886356 0.512192827614875
"JARID2" 0.000187627015801213 0.000330736189929811 0.34426954717407
"CDKL5" 9.06971978794767e-17 5.81420947773481e-16 -0.926373414492799
"CAMK1G" 0.420568079243272 0.464294493505458 -0.108746421201056
"CDK11A" 3.24971342093417e-07 7.73305219330882e-07 0.60740351139966
"NADK" 2.16045606582466e-11 7.95934122560207e-11 0.55006339500055
"TFAP2B" 0.000375898550441161 0.000641030632275902 2.45001287851268
"TFAP2D" 3.3599835050756e-15 1.84017568602256e-14 6.92402109710104
"DLEC1" 0.000147583347811894 0.000262966396029389 -0.976505508791979
"CYTH3" 0.16785305400694 0.200526028299973 0.199953749994465
"ADAM22" 0.584006845776083 0.624300531251488 0.0849373740812966
"SYPL1" 0.658707443830855 0.69480690350846 -0.0358990839063699
"CYB561" 8.69676538141844e-11 3.01396924875157e-10 0.642211626295096
"SPAG9" 0.0441273009523454 0.0576672530432975 -0.182190056608427
"CELSR3" 3.52061490061298e-35 9.65714247142632e-34 3.43040112139676
"AASS" 0.586469233250808 0.626642084339336 -0.0925047091457345
"PLEKHG6" 1.19094726591503e-17 8.29037050148622e-17 1.71511076211133
"SS18L2" 7.8974444049678e-06 1.61462645211973e-05 0.396489851924122
"MPND" 0.0772878243511264 0.0974191402750326 -0.163320581803661
"MGST1" 2.47335924206011e-09 7.34674239690377e-09 1.03538580673078
"CRY1" 1.67203491585215e-09 5.06350941753274e-09 -0.488877919856043
"PGLYRP1" 1.26708893975867e-17 8.80520358008083e-17 -1.99815913291443
"NFIX" 1.01450761078592e-22 1.10710373845508e-21 -1.3859315346563
"ST3GAL1" 0.761271634675117 0.790532461735447 -0.0465248657988725
"MMP25" 4.46710496752167e-07 1.04845657772347e-06 -0.740072907349367
"IL32" 0.842655999038231 0.863986692029155 -0.030992341734017
"PKD1" 0.0144074518750148 0.0202014945050955 -0.258577534373437
"MAPK8IP2" 1.25856515202799e-08 3.48906795068054e-08 1.48518986893817
"MED24" 0.0250389808112014 0.0339059458906781 0.181138562865594
"RHOBTB2" 1.33167499284666e-05 2.65791188709613e-05 -0.727927091614336
"HEATR5B" 0.00011753680791939 0.000211957868395778 -0.266454152750473
"SEC62" 0.0249774075770213 0.0338367719477387 -0.16261265337014
"RPS20" 0.0379658716159104 0.0500983018320395 0.230766529353202
"CSDE1" 0.000191920579174033 0.000337861495470201 -0.240085096224297
"UBE3C" 6.20953474482401e-07 1.43301739732818e-06 0.350156777815138
"REV3L" 1.25635151771835e-06 2.81401105808627e-06 -0.58607659057476
"TENM1" 2.05243500632674e-06 4.48233026140323e-06 2.25599093065166
"PAX7" 3.93969368093665e-11 1.4133300573805e-10 6.29927020898278
"MASP2" 0.00472256535727772 0.0070514957088995 -0.474671986814393
"IYD" 0.000115561238377168 0.000208628521802702 1.40012310907465
"FAM76A" 2.77636530255213e-11 1.01381018711486e-10 -0.436020362734335
"TRAF3IP3" 0.0045763100971948 0.00684642478041508 0.456353929860203
"POMT2" 1.25587983900244e-13 5.85774607382024e-13 0.650194118408818
"VTA1" 0.0126505763142126 0.0178795255320658 0.186655731314919
"MLXIPL" 0.500889692799469 0.54384717974841 -0.160168577230164
"BAZ1B" 1.09340365737009e-08 3.05112588057477e-08 0.430870048710332
"RANBP9" 2.95423481678824e-12 1.19660606127517e-11 0.516255363697353
"ETV7" 2.46456217574321e-08 6.61413033819672e-08 0.905448918238454
"SPRTN" 5.36903120383984e-15 2.87316205330898e-14 0.556352485249711
"METTL13" 2.95292008848168e-14 1.47408381637638e-13 0.554754149286896
"DYRK4" 0.133399860322757 0.162018550236879 -0.141704340888537
"ZNF207" 3.58407473130704e-20 3.15027473249326e-19 0.586843081744865
"UQCRC1" 0.000196139435015367 0.000344872425967601 0.350118030594032
"STARD3NL" 0.00490021660355273 0.00729783874410914 -0.26791209141655
"CD9" 2.17484762319324e-07 5.27331889874983e-07 -0.631753708665188
"HHATL" 0.00098342836382148 0.00159928575116724 1.91661153754579
"NCAPD2" 1.3157073946015e-15 7.50921605361911e-15 1.06521323032349
"IFFO1" 9.07861856880567e-06 1.84442674009657e-05 -0.545978456542639
"GIPR" 0.000278681509640002 0.000482177008043725 0.77740361988529
"PHF7" 0.458980032919524 0.502981991504213 -0.0589586286540382
"SEMA3G" 3.79628625242506e-103 6.12303009653639e-100 -3.14546763496515
"NISCH" 3.61026333503167e-05 6.87971849370578e-05 -0.334682285952924
"STAB1" 0.839462889135753 0.861030012010846 0.0276175738512493
"FUZ" 0.00766838308175491 0.0111496755364306 -0.264377161871198
"SLC6A13" 2.33648368856505e-30 4.53491521213787e-29 -2.55154631126639
"PRSS3" 4.16784861431567e-14 2.05136497712229e-13 4.81212951569284
"ZNF200" 6.46120202673689e-08 1.65891002052275e-07 0.363792220713394
"CD4" 3.5571739905739e-13 1.58359534347133e-12 -0.856296072887013
"LRRC23" 1.33251821644659e-11 5.01333947120761e-11 -0.911589520777253
"BTK" 1.11751593541449e-27 1.79169130440362e-26 -1.385948967178
"HFE" 0.000660660706586473 0.00109627536384087 0.364853171697771
"SCMH1" 0.593553975413937 0.633163496656837 0.0399596617348643
"FYN" 1.96970029387884e-07 4.80116307087378e-07 -0.552314200273864
"HIVEP2" 0.00916685381071718 0.0132069839314924 -0.233412708249508
"FMO1" 2.54292365615001e-07 6.11431360316688e-07 1.21511127353786
"LYPLA2" 6.28292291875133e-17 4.09774620932229e-16 0.883019926543888
"CLCN6" 0.00193504368837899 0.00303957145012318 -0.277326277852164
"MRC2" 3.39973762838262e-07 8.06865251522051e-07 -0.652694462167215
"NME2" 1.95586779026052e-08 5.31976249394804e-08 1.05332710306128
"SLC6A7" 5.18673770262262e-06 1.08349815316151e-05 1.08024431803034
"TSPAN9" 9.59019838847278e-16 5.54608496979841e-15 -0.821513099535378
"BTBD7" 0.423956001586467 0.467778516184712 0.0630357671311006
"APBA3" 4.73925074885822e-07 1.10797761020922e-06 0.413407618736259
"MKS1" 1.53019243739665e-12 6.39556201678427e-12 0.548586466935302
"ABHD5" 1.88021281851018e-24 2.3508490348644e-23 -0.795966887200791
"AKAP8L" 1.4106348781977e-06 3.1408241234747e-06 0.394844579663298
"MBTD1" 2.41015410402779e-07 5.81066899011424e-07 0.472581716929441
"UTP18" 4.70701856530052e-08 1.22628819964032e-07 0.408472695749283
"RNF216" 7.20285388922411e-07 1.65114881153064e-06 0.335299902761036
"TTC19" 0.0162646937567444 0.0226324946598681 -0.190128685633752
"PTBP1" 8.61785802681039e-14 4.09901008889486e-13 0.471419432121027
"DPF1" 1.04891469786318e-07 2.63396312655071e-07 1.54223477245157
"SYT7" 2.13359053016693e-28 3.62238754326972e-27 3.43108303316045
"LARS2" 1.08245906703646e-05 2.17910413033339e-05 0.284079843048851
"PIK3C2A" 0.00229074126694016 0.00355810534422938 -0.261804910998673
"PLAUR" 0.0544677931604665 0.0702640195061317 0.310394609770256
"ANLN" 1.53932279096167e-39 5.8230347792358e-38 3.7665083835609
"WIZ" 0.0872382876549591 0.109091823661563 0.135975571261614
"RABGAP1" 0.0017562994992636 0.00277419984561969 -0.196663079249181
"DCN" 8.28747283483124e-25 1.06764096927311e-23 -1.46181674264034
"QPCTL" 9.81785190812469e-14 4.63695851906715e-13 0.86880371057842
"PPP5C" 0.000531656032286074 0.000891751262972347 0.247189773966077
"CEP68" 0.00381442822601593 0.00575464529580123 -0.2103885286504
"MAP4K3" 7.22987187044851e-06 1.48472884388164e-05 0.359999482332602
"ZBTB32" 3.92152172762156e-06 8.29293614065926e-06 0.79279155171023
"TYROBP" 1.75006803872941e-24 2.1983526009865e-23 -1.50162817417285
"GABRA3" 7.06063720499879e-13 3.0572085229376e-12 5.73498507862113
"BRCA1" 2.62264272646917e-19 2.13531572615958e-18 1.49047409216906
"ERCC1" 0.0149208543587041 0.0208814281953613 0.198201245085023
"CD22" 0.00018950786319188 0.000333869178090861 -0.709824400994199
"SEMA3B" 1.76026577447839e-12 7.31546680663797e-12 -1.4334453198888
"MBTPS2" 1.56846144550231e-10 5.28246286375167e-10 0.542741594520117
"PRICKLE3" 5.57630012486633e-15 2.97913695640838e-14 0.832651447268576
"LTF" 0.00275670553650608 0.00423940728435418 1.09558258652531
"EXTL3" 0.177087093251973 0.210808009968342 0.130495878912337
"NR1H4" 0.00394641735683427 0.00594265386503407 1.5618219207119
"ELOVL5" 0.271693231926479 0.312051565743942 0.0986648397565543
"ALOX5" 4.12051740159267e-39 1.51045057205201e-37 -1.81794863997664
"KDM5D" 0.902823098471582 0.916575423632413 0.03466719762046
"CALCOCO1" 2.11696890988958e-37 6.80171146366715e-36 -1.11098144239571
"UBR7" 0.042763492952231 0.0559893155147766 0.137627504754658
"MAP4K5" 0.0668221184962072 0.0850583181457916 0.147889456041824
"EHD3" 0.13312912543676 0.161701910096355 -0.162312993793871
"PSMC4" 3.10179815186467e-16 1.88717096912204e-15 0.830161408802396
"MAN2B2" 0.0707328132260291 0.0896753297062273 -0.149328870192371
"SLC7A14" 0.182641194545337 0.216715944002187 0.68240951815179
"CLDN11" 2.74552471014042e-10 9.00418219801847e-10 -1.32301375380753
"SLC25A39" 1.15541682017252e-26 1.70500621157938e-25 1.26304620240626
"MVP" 0.05110876779772 0.0662327909215351 0.224522398840075
"NUB1" 0.0781175185271664 0.0983803745080556 0.111966862331667
"PGM3" 6.83301777418028e-11 2.3932626206244e-10 0.602535599226201
"RWDD2A" 0.230566260312477 0.268466879337276 0.100943676948102
"CLK1" 0.513153520913503 0.555591940579572 0.0646278118207536
"POLR3B" 0.613774772320182 0.652082532406769 -0.0347629901490537
"ANGEL1" 0.768881816701563 0.797254569050434 0.023026811753519
"RNF14" 0.433368886286613 0.477087350141068 -0.0576243296842264
"DNASE1L1" 0.589519801030957 0.629526275875814 0.0490142822843512
"DDX11" 1.44576251676437e-21 1.42971818717918e-20 1.5241512240478
"HEBP1" 1.64103715009439e-14 8.42670747974288e-14 -0.590283340186014
"GPRC5A" 2.03713807293655e-15 1.14245479757975e-14 -1.22279345974733
"MAMLD1" 0.104614626389186 0.129267548382072 0.295172973960459
"CD6" 0.908767456617691 0.921714787280342 0.0173001290932217
"TACC3" 9.96268169649175e-27 1.47827132550796e-25 1.6855690365407
"UFL1" 0.0187069734498458 0.0258171279860155 0.152326480165471
"POLA2" 3.09280337602242e-16 1.88240851516474e-15 0.798159513502131
"ZC3H3" 5.66232505132645e-12 2.21830558058888e-11 0.694375123481579
"CAPN1" 2.19396817763269e-07 5.31648328380974e-07 0.478586909047177
"MDH1" 0.0168083943530275 0.0233588309943116 0.174811505385182
"SLC30A9" 0.0532650578500722 0.0688280818830167 0.133063207681657
"MTMR11" 1.72019360169674e-16 1.06917158388311e-15 1.50893811461892
"COX15" 9.13224478572538e-06 1.85462070195121e-05 0.311705360337978
"CCDC88C" 0.0224394974872273 0.0306172620735546 0.256845662361675
"YAF2" 0.267252168698122 0.307322845353772 0.103177111723949
"ZMYND11" 7.2149662060845e-08 1.84305020490873e-07 -0.360950774388385
"WAS" 6.26381782706086e-10 1.9743818200638e-09 -0.745201852113698
"DPEP1" 3.87323548122872e-05 7.36430685803819e-05 1.34368353591213
"BID" 0.00422355787595152 0.00633926716743179 0.334717806510406
"NPC1L1" 4.43762030398817e-12 1.75728892420882e-11 3.90702154346465
"XYLT2" 1.31781842816561e-18 1.00449401833096e-17 0.790981427194115
"NUDCD3" 0.0642004845588723 0.081941094836595 0.129921471096994
"ISL1" 6.14088731484383e-10 1.93866454298524e-09 4.30390149005965
"CHDH" 0.00284804769954931 0.00437195787056542 0.455128437790654
"IL20RA" 5.08853586613425e-18 3.6541461947172e-17 -1.65926451866897
"CLCA1" 0.0354007466253567 0.0468976297593739 1.36318709616408
"CLCA4" 0.0103857225972772 0.0148542449030314 1.12344726471771
"GLT8D1" 0.0120446968109866 0.017081589278502 0.129707393450253
"ATP2C1" 6.69237950666256e-07 1.54047936439219e-06 -0.396489602178592
"IGF1" 0.626229253204173 0.6640665105148 -0.0959982072068458
"SLC38A5" 0.0153262715075923 0.021406081844991 -0.403027402002113
"RALBP1" 0.464919290022092 0.508626685801148 0.0561426877710993
"RUFY3" 0.696552964084171 0.730712374485437 -0.0404852934480973
"CNTN1" 0.0930212356082854 0.115838442644073 -0.500969399611337
"SLC11A1" 8.38543711444627e-32 1.83761841330032e-30 -1.76296473793492
"WWTR1" 4.34647081431448e-22 4.49386075410758e-21 -0.941904309661165
"AGPS" 0.119546461159922 0.146328061929755 0.112921143191533
"ATP1A2" 1.92004424159237e-27 3.0183619466514e-26 -2.21009898701068
"TTC27" 3.21983076006956e-13 1.43897617980498e-12 0.529698177144657
"ZNF582" 1.2760182139299e-06 2.85607795898908e-06 -0.551587261644532
"VSIG2" 7.41543451196946e-09 2.10458460748822e-08 -1.46086977742277
"PHLDB1" 0.109828223729441 0.13514032808454 -0.154627843725458
"MARCO" 8.89840671443653e-44 4.57077713048238e-42 -3.02616023039147
"CYP24A1" 2.60584270677275e-24 3.22461550371891e-23 6.62584685414217
"PRDM11" 5.59431462288521e-30 1.05780422687592e-28 -1.06757048675328
"SYT13" 1.32414595275666e-09 4.04644753164309e-09 4.02783515744614
"SNAI2" 0.100103527014702 0.124006896099856 0.329409541951488
"CD74" 9.22840395403347e-08 2.33262697656489e-07 -0.769420984994324
"HGF" 4.5032086192829e-05 8.49599389641056e-05 -0.739346355529345
"ZRANB1" 0.000139548923077303 0.000249394413331171 -0.280440146132889
"NCDN" 2.28975705958481e-07 5.53861601890272e-07 0.445849570741752
"ZFP64" 1.33636462848464e-24 1.69185440289079e-23 0.792568133650575
"MNAT1" 2.3441422472781e-13 1.06383427986349e-12 0.629128652237873
"SAMD4A" 4.84386231278382e-06 1.0146318862713e-05 -0.659907354069151
"RUNX3" 0.00743362446450419 0.0108259078092992 -0.355512918926242
"PLEKHB1" 0.878960744197493 0.895958910646613 -0.0262072624950701
"SERPINB1" 0.928463631471879 0.938668100111231 0.0116649085749719
"SLC7A9" 1.062234736411e-11 4.03789395794793e-11 3.03634575362907
"SPAST" 1.70892736565641e-09 5.17134887067021e-09 0.475421855516055
