"pvalue" "adjpvalue" "logFC"
"MPO" 0.00165983564464514 0.00262517053466184 -0.562445143019736
"PON1" 4.49743573354773e-11 1.41401834203492e-10 1.61254226347696
"GCFC2" 0.00171773903488673 0.00271143207023762 0.236078271625924
"WDR54" 0.0716146956576292 0.091891282916619 -0.216986664634508
"CROT" 0.678632313291153 0.716949012973931 0.0407105231816875
"ABCB4" 3.01045343158129e-24 2.39544170685617e-23 2.08922837262433
"KMT2E" 0.0636694276873948 0.082259227745113 -0.140159433055556
"RHBDD2" 1.78316555262515e-05 3.4456304298899e-05 -0.376719173770145
"SOX8" 0.00103234661958887 0.00167478561932698 0.711253360452889
"IBTK" 0.00111288780375606 0.00179587467601615 0.24626551683932
"ZNF195" 5.82262348000848e-16 2.63356966093822e-15 0.670335670647862
"MYCBP2" 0.0695493119983842 0.0894242280941883 -0.185639224256202
"FBXL3" 3.69116224846724e-23 2.73597223830552e-22 -0.716154174716632
"ITGAL" 6.05775081842581e-17 2.94116384558669e-16 -1.16775273198171
"PDK2" 0.0207820938743486 0.0287597076018334 -0.219485293751113
"ITGA3" 0.0323466719668567 0.0436446529537885 0.314017372329369
"ZFX" 0.0601095977045668 0.077966039515638 -0.135471589393063
"LAMP2" 0.415741279220085 0.46430488107885 0.0700223986861779
"ITGA2B" 0.284361002435928 0.32856641652619 -0.224312593851059
"ASB4" 0.0403307121528502 0.0536448032163635 0.504955710953474
"GDE1" 0.0276649578484288 0.0376705871791733 0.187552018400145
"CRLF1" 1.22276734699093e-28 1.27650579544445e-27 3.76870093073765
"OSBPL7" 1.75461157761657e-07 4.09197948747507e-07 0.651743939754148
"TMEM98" 0.467658099744254 0.515927324950416 -0.0976454123705573
"YBX2" 8.43348017443116e-57 3.55153007136815e-55 4.45930215295311
"KRT33A" 0.545933377239539 0.59211616175755 2.86383737773768
"MAP3K14" 4.26165291258417e-08 1.04988849590759e-07 -0.581971260455465
"ABCC8" 0.353161707862049 0.400178810320851 -0.244651127905461
"TMEM132A" 2.543497810313e-39 4.73172735669417e-38 2.03183410821342
"AP2B1" 0.0664811046542256 0.0856311880664435 0.141794090602083
"TAC1" 0.689464454200532 0.727182888728849 0.220913253508217
"ZNF263" 1.482257206796e-05 2.88526749799815e-05 0.234687398832889
"CX3CL1" 6.12763504531378e-07 1.35815068910081e-06 -0.975706586145735
"SPATA20" 1.12869304862839e-17 5.79398159813088e-17 0.902213197555495
"CACNA1G" 4.30348704172307e-07 9.67534743461827e-07 1.19780616087412
"TNFRSF12A" 0.00433978458591427 0.0065380520816562 0.447225519511427
"DLX6" 2.9765342164182e-30 3.40485960117796e-29 4.07802673785357
"MAP3K9" 5.03924644165301e-09 1.34055757640477e-08 0.651649218784447
"RALA" 1.67917411590868e-07 3.92058473009425e-07 -0.390259104926307
"BAIAP2L1" 1.47470178176585e-32 1.88623830595571e-31 1.30236804756002
"KDM7A" 0.404514992808823 0.453116349677999 0.0775665911534696
"ETV1" 3.91531462299416e-13 1.4457442663524e-12 -1.15794877053109
"AGK" 7.50111627354998e-19 4.17335303125518e-18 0.553173879240614
"ALDH3B1" 3.22646998933691e-06 6.69752052226705e-06 -0.779015099458184
"TTC22" 2.08014524283761e-15 9.03356559551099e-15 0.996052903518085
"PHTF2" 7.55799030120378e-12 2.53488928193212e-11 0.625420138275242
"CCL26" 6.43090275352203e-06 1.29525512626819e-05 1.00980323561106
"FARP2" 0.000136513158042386 0.000243510365634333 0.295978781083889
"USH1C" 1.50875574797403e-19 8.81373468275016e-19 3.28114762201952
"GGCT" 2.02520318021258e-52 7.08557529146394e-51 1.71326658908985
"DBF4" 1.4085598352897e-34 2.03026466339478e-33 1.39201812104937
"TBXA2R" 9.49158479946075e-18 4.89573940615614e-17 -0.9721114535975
"IFRD1" 0.00574187570756374 0.00852533492472572 0.331961989055593
"LGALS14" 0.858970510109274 0.87947282152939 1.8125632671705
"COX10" 4.90849377140404e-07 1.09774120963638e-06 0.33202962358688
"GTF2IRD1" 8.64761340085912e-27 8.01133581518993e-26 0.937698801674613
"PAF1" 0.326756998556531 0.372799294738508 0.0803453897915397
"VPS41" 0.0178747511105967 0.0249547183123703 0.16468747577609
"ARHGAP44" 3.28738508658875e-25 2.76445433063556e-24 -1.54361040468325
"ELAC2" 4.99023373200158e-05 9.25888414396107e-05 0.266289350732576
"SCIN" 5.65921693511007e-11 1.76279470734628e-10 1.47585765568269
"ARSD" 0.000293255243018872 0.000505494690034348 0.40902345515403
"PNPLA4" 0.700308836104322 0.73719365732454 -0.0404996852271607
"MYH13" 0.0289390779399702 0.0393026598260171 0.498278057102101
"ADIPOR2" 6.03622228740744e-12 2.03508004334437e-11 -0.594609256861252
"CDKL3" 0.210031071134729 0.248557571819799 0.133282876355807
"UPP2" 0.050470405698795 0.0661980298866281 0.381747542858163
"PRSS21" 0.869770149050706 0.888387229056985 0.0461926353684983
"MARK4" 6.51518959616908e-05 0.000119698704860019 0.305866037690363
"PROM1" 3.26540188902338e-06 6.77194614024196e-06 1.40740650963804
"CCDC124" 0.0388451802185116 0.0518525127654038 0.212944629203446
"CEACAM21" 5.15902010992699e-24 4.04127417935951e-23 -1.58446699281415
"PAFAH1B1" 5.25394377516959e-21 3.38827905436667e-20 -0.529608624131893
"NOS2" 0.0172351607438944 0.0241181596076932 -0.529478460419393
"DNAH9" 2.62072547212207e-08 6.5789386988104e-08 -1.85475989265141
"KIAA0100" 0.104562062904294 0.130684348127342 0.120893242265268
"SLC13A2" 0.346296533027592 0.393283817856783 0.752799385303191
"GAS7" 5.23844932425864e-17 2.56110788575228e-16 -1.07805863670567
"TRAPPC6A" 0.0419810320306219 0.0556927180146324 0.251105864699086
"MATK" 3.06050696893382e-13 1.1387062722476e-12 -1.11862680581626
"CEACAM7" 0.194191832812557 0.231306408052118 4.43563020675395
"CD79B" 0.305170459638646 0.350401818431816 0.18351721773506
"SCN4A" 5.20652686547973e-24 4.07650834045255e-23 3.18050784258608
"ST7L" 0.236920469714693 0.27787160093283 0.0881470459400709
"TKTL1" 0.585269128750636 0.630328911432893 0.695261696223814
"PAX6" 8.91187416303996e-20 5.29622764832983e-19 -1.21979203441407
"RPUSD1" 1.19521541493718e-19 7.02281582059083e-19 0.959882046098398
"RHBDF1" 3.7917545934448e-10 1.10431942646571e-09 0.634101778237266
"LUC7L" 3.81962844403302e-10 1.11203586956333e-09 0.636597750374313
"CACNA2D2" 2.46918588893428e-18 1.32135033850766e-17 -2.24176136204399
"BAIAP3" 0.210494176070726 0.249050804419362 0.223860128678085
"TSR3" 0.000388251258332733 0.00065972445697942 0.304990168107349
"PIGQ" 0.607442054837485 0.651295147409014 -0.0481324215323991
"TEAD3" 5.63799587116963e-07 1.25358747458085e-06 0.45045424327616
"SELE" 1.72441032789113e-36 2.73212320025108e-35 -2.88248237185217
"DNAJC11" 2.73059443874947e-11 8.7401781509407e-11 0.422788850367558
"FMO3" 1.44978959243831e-12 5.11789370462628e-12 -1.14540966737336
"MYLIP" 3.0530649416955e-07 6.95422743180436e-07 -0.4964065056214
"NOX1" 1.0032778325636e-15 4.47755068107866e-15 1.27230545548744
"E2F2" 5.81617436331918e-50 1.81098602907288e-48 2.25486373467122
"PSMB1" 0.0817366426203915 0.103852037010467 0.15278795507661
"SYN1" 0.00935300809561702 0.0135295665985836 0.443086509741181
"JARID2" 0.000550035760505142 0.00091990115939314 0.302222001819459
"CDKL5" 2.11296761021449e-17 1.06267709963048e-16 -0.957852364086279
"CAMK1G" 0.23261293607476 0.273336299428079 -0.148818600294564
"CDK11A" 1.90906032503867e-07 4.43805620964957e-07 0.555249056407865
"NADK" 2.23724051410294e-11 7.21256291264569e-11 0.507601969019148
"TFAP2B" 0.294512937984389 0.339143331719972 2.08283973624302
"TFAP2D" 5.82194013624335e-38 9.97896625477885e-37 5.26636078163949
"DLEC1" 4.5467796843585e-05 8.45555281090951e-05 -0.96515126048599
"CYTH3" 0.246385390677957 0.28800912931184 0.155774716417013
"ADAM22" 0.788424894036536 0.818149978505777 0.0385688929586384
"SYPL1" 0.372227002024232 0.420276465918715 -0.0712015543145934
"CYB561" 3.13880230294913e-11 9.97944852045466e-11 0.597204454440421
"SPAG9" 0.0128200162364344 0.0182775604947803 -0.219699186424282
"CELSR3" 1.2121872593776e-75 1.21437070226716e-73 3.35122962071154
"AASS" 0.405023230942239 0.453654145268567 -0.130173728223487
"PLEKHG6" 9.4442535968063e-26 8.22052705142411e-25 1.64797791877314
"SS18L2" 1.92605687997891e-05 3.7079698516567e-05 0.356023709331112
"MPND" 0.028737660121437 0.0390455496671433 -0.199363091163452
"MGST1" 2.44452971713254e-11 7.854147372038e-11 0.983161815910048
"CRY1" 1.63894016818543e-10 4.92628885066395e-10 -0.523646120357633
"PGLYRP1" 1.0195832784917e-21 6.86060020809037e-21 -1.83605788305919
"NFIX" 4.81353788776956e-22 3.30091635169368e-21 -1.40660214803847
"ST3GAL1" 0.565947594847346 0.611602596803541 -0.0732453223046011
"MMP25" 1.24483600098264e-07 2.94225672037647e-07 -0.764432107893555
"IL32" 0.652818672725637 0.693310882491065 -0.0650842342189029
"PKD1" 0.00430049999393682 0.00648310724387391 -0.29704017357285
"MAPK8IP2" 5.60778493048514e-12 1.89572590381012e-11 1.40222300485888
"MED24" 0.0746361762892972 0.095464463708967 0.139635984804528
"RHOBTB2" 5.41880537323664e-06 1.10033881234966e-05 -0.748769642907407
"HEATR5B" 8.97679945824958e-06 1.78352794360812e-05 -0.307280932189487
"SEC62" 0.00613838948411672 0.00908225760902122 -0.198440587356978
"RPS20" 0.0651177542821062 0.0839824291393004 0.194896892012231
"CSDE1" 1.94465542210528e-05 3.74198846374803e-05 -0.276837522766994
"UBE3C" 3.67418717277075e-06 7.58977521895741e-06 0.308797479384404
"REV3L" 1.8631149513976e-07 4.33561983135072e-07 -0.618856639945453
"TENM1" 4.78182708344842e-11 1.50109165101089e-10 2.11208687138781
"PAX7" 0.396440475368919 0.444967879417209 0.440421955932816
"MASP2" 0.00111365329206302 0.00179693016683518 -0.505191544482282
"IYD" 1.64679378707433e-06 3.51012779063325e-06 1.28378996929373
"FAM76A" 2.91519722791871e-13 1.0866470092235e-12 -0.4734438303169
"TRAF3IP3" 0.00502165618976325 0.00750572631680951 0.400840786138265
"POMT2" 2.67431466208375e-14 1.07298560161067e-13 0.604006086521668
"VTA1" 0.0410852271142661 0.0545581778466983 0.148735051018835
"MLXIPL" 0.3515388326903 0.398563885312938 -0.191755807532811
"BAZ1B" 4.02351372398244e-08 9.92282153732611e-08 0.38748367708288
"RANBP9" 3.88101092992927e-12 1.32676611464242e-11 0.473892696167747
"ETV7" 1.19406367090568e-09 3.33547851542044e-09 0.847753250537985
"SPRTN" 2.79551697376334e-15 1.20108932524851e-14 0.51294937802155
"METTL13" 2.2149792695832e-14 8.94252832017708e-14 0.513827528071366
"DYRK4" 0.0596385326261413 0.077398607396768 -0.174586495899324
"ZNF207" 6.64505599808934e-22 4.52610254194185e-21 0.543155720402465
"UQCRC1" 0.000484588083222688 0.000814328109428915 0.311591041456697
"STARD3NL" 0.00150401563165717 0.00239021264390565 -0.300056664827477
"CD9" 7.00168848228682e-08 1.69896545104264e-07 -0.655401640718616
"HHATL" 0.499911285318394 0.547242372804423 0.731922053956749
"NCAPD2" 6.31263057790398e-19 3.53774908238406e-18 1.01779662869536
"IFFO1" 2.41060391390707e-06 5.05665633078516e-06 -0.576118521369009
"GIPR" 9.08166852304979e-05 0.000164767414632475 0.700931049283334
"PHF7" 0.19476308353067 0.231935452913923 -0.100255452892669
"SEMA3G" 9.49257543374258e-107 8.50587495393523e-104 -3.16894950999388
"NISCH" 4.31881066668574e-06 8.86348100814027e-06 -0.372953290130053
"STAB1" 0.914075183348216 0.927356814204515 -0.0135281144480672
"FUZ" 0.00218326406817082 0.00340757365546034 -0.299679375698545
"SLC6A13" 1.26833151143694e-32 1.62873558502918e-31 -2.48677136385092
"PRSS3" 1.09385758394362e-35 1.68347604689186e-34 4.44305359638592
"ZNF200" 3.8679582615379e-07 8.73635328390208e-07 0.322039758804186
"CD4" 1.39383251047703e-13 5.30715877277715e-13 -0.886596411646747
"LRRC23" 5.44992720977293e-12 1.84396635129909e-11 -0.936135430938246
"BTK" 1.71982429686772e-27 1.67203412201203e-26 -1.4119931141714
"HFE" 0.00126767647674596 0.00203223873307182 0.322487526575796
"SCMH1" 0.988417230318474 0.990776949535508 -0.000929470950446504
"FYN" 3.42285177426627e-08 8.5091208796456e-08 -0.586028295268894
"HIVEP2" 0.00211498299935889 0.00330612141855587 -0.272545489913659
"FMO1" 2.48301645775996e-09 6.77411577253219e-09 1.12424618906871
"LYPLA2" 1.86501577540979e-19 1.08204458422966e-18 0.838923321518121
"CLCN6" 0.00037374571445897 0.000636551703116022 -0.315832373828934
"MRC2" 1.21747323477039e-07 2.88053774440541e-07 -0.681438137246292
"NME2" 7.005206450897e-10 1.99870820531607e-09 0.945700775417418
"SLC6A7" 1.21347133610436e-06 2.61484023781259e-06 0.84868239695892
"TSPAN9" 3.15958061898042e-16 1.45353325166957e-15 -0.850773667691305
"BTBD7" 0.772879986252908 0.804321753665532 0.0230085137057293
"APBA3" 1.25004389889264e-06 2.69041340342133e-06 0.370755100857458
"MKS1" 1.69519042503039e-12 5.95550563391749e-12 0.503372542874515
"ABHD5" 5.63209803569661e-26 4.96937140140867e-25 -0.829181389673654
"AKAP8L" 4.92843258711997e-06 1.00621125566656e-05 0.35127604206027
"MBTD1" 3.83384139922266e-07 8.66779197197396e-07 0.426003128441273
"UTP18" 1.79758624869371e-07 4.18735826186898e-07 0.369862399738342
"RNF216" 5.25910475798964e-06 1.07060583922271e-05 0.293289852252408
"TTC19" 0.00376538267475178 0.00571002793917558 -0.227233873556539
"PTBP1" 4.28754180088314e-13 1.57849262055339e-12 0.430557992837227
"DPF1" 3.75306373178185e-10 1.09384107209811e-09 1.38816067310654
"SYT7" 1.39577295336824e-61 7.35700064211648e-60 3.3660926829501
"LARS2" 9.70810439177345e-05 0.00017559767639181 0.242676043056829
"PIK3C2A" 0.000386875265570106 0.0006575941783518 -0.300721089887636
"PLAUR" 0.0716511561381047 0.0919307531104519 0.264085117022945
"ANLN" 7.5100697001835e-92 2.37509635675019e-89 3.70704510755799
"WIZ" 0.223158537774527 0.262858690992869 0.0945956740668395
"RABGAP1" 0.000179924570224074 0.000316778014752111 -0.235813361782151
"DCN" 4.17174584952959e-24 3.29027329129891e-23 -1.48260112881015
"QPCTL" 1.29123726871231e-15 5.71838712439891e-15 0.819571047046992
"PPP5C" 0.0027160367574528 0.00418924709390419 0.210249359537261
"CEP68" 0.000450540879427981 0.000759646021774399 -0.251045871121596
"MAP4K3" 2.4487977937855e-05 4.66367453252644e-05 0.3177062646568
"ZBTB32" 1.29616010053093e-06 2.78632097313919e-06 0.704799910914729
"TYROBP" 1.5018976801589e-23 1.14156963634698e-22 -1.51929376653001
"GABRA3" 4.27603682196158e-36 6.67003848176193e-35 5.03955839450227
"BRCA1" 1.5361519890902e-26 1.39980765152745e-25 1.43146703626951
"ERCC1" 0.0439099293352807 0.0581051235862335 0.159288433061554
"CD22" 6.52537878217911e-05 0.00011987224872183 -0.724195484396241
"SEMA3B" 2.17226790558824e-12 7.56238054159999e-12 -1.43395054985532
"MBTPS2" 1.42234582775019e-10 4.29929082754551e-10 0.499153141726352
"PRICKLE3" 7.92557434478993e-17 3.81700772192048e-16 0.783758974843983
"LTF" 0.000300238411113672 0.000516979324527855 0.98892945206967
"EXTL3" 0.341878085772309 0.388761076912641 0.0886900027400079
"NR1H4" 8.89412059690609e-05 0.00016147374055324 1.31009640894233
"ELOVL5" 0.495978924562078 0.543491003075057 0.0606978793103117
"ALOX5" 1.6753636126994e-37 2.80601658455126e-36 -1.84341188447709
"KDM5D" 0.787081430565719 0.817123866734969 -0.0551564514277369
"CALCOCO1" 2.46200746612999e-39 4.58541783154858e-38 -1.14508594364324
"UBR7" 0.136772186749438 0.167387404209856 0.0986540315485968
"MAP4K5" 0.177210356915682 0.212539102222861 0.104425595387374
"EHD3" 0.060015009328703 0.0778558743233854 -0.198701276393908
"PSMC4" 2.50150434614388e-18 1.33775741375844e-17 0.790341999897726
"MAN2B2" 0.0223253381367661 0.0307607533579276 -0.187919713733556
"SLC7A14" 0.00402554102890365 0.00608509383834929 0.596671530317437
"CLDN11" 1.51037444368103e-10 4.55002416924379e-10 -1.32004952348384
"SLC25A39" 3.35311147175733e-35 5.00762360444204e-34 1.21901689485515
"MVP" 0.0937112775159311 0.117917709085228 0.182863088532611
"NUB1" 0.243425092655984 0.284837733564159 0.0727196532908971
"PGM3" 3.2556687052831e-11 1.03408193279857e-10 0.558669680397588
"RWDD2A" 0.457752886410442 0.506489422028813 0.0604199521815073
"CLK1" 0.822801353985034 0.848039046483776 0.0213131274842129
"POLR3B" 0.281184578341419 0.325175741311304 -0.0736020785434403
"ANGEL1" 0.817201833243106 0.842968046071761 -0.0175613264861537
"RNF14" 0.196670388710426 0.233964943170856 -0.0937323186250694
"DNASE1L1" 0.898901403073977 0.914378199431141 0.0113860433369797
"DDX11" 3.7451630968224e-30 4.24794202451818e-29 1.4663957060308
"HEBP1" 2.57821589035668e-15 1.11187283677976e-14 -0.620793594958457
"GPRC5A" 3.80529332199482e-15 1.61855421915756e-14 -1.23818194522895
"MAMLD1" 0.129521718473741 0.159129783460007 0.246363932203433
"CD6" 0.86950253936842 0.888333738944338 -0.0226493933926369
"TACC3" 3.13102168142441e-39 5.80462628732118e-38 1.63508880175499
"UFL1" 0.0730937457790012 0.0936475514869736 0.112589597051591
"POLA2" 5.44671675278789e-18 2.84857634584033e-17 0.753169736287787
"ZC3H3" 1.10421717183192e-12 3.93589364960818e-12 0.64733699545783
"CAPN1" 4.10320999446399e-07 9.24182013695151e-07 0.43606257697729
"MDH1" 0.0540012208741507 0.0704852060758417 0.138262984238826
"SLC30A9" 0.16173149133278 0.195427571449386 0.0941048666598218
"MTMR11" 8.07126936149039e-23 5.86667433670476e-22 1.44508716941307
"COX15" 5.32569069241734e-05 9.86200518691151e-05 0.272479390413551
"CCDC88C" 0.0464921124325539 0.0613391641247167 0.209778449976948
"YAF2" 0.493092049976283 0.540842004356849 0.0610357681617743
"ZMYND11" 3.24855507717867e-09 8.77801052769556e-09 -0.39625796533267
"WAS" 1.7452943314582e-10 5.23426037041452e-10 -0.773675092745782
"DPEP1" 2.69686265806464e-07 6.17952803124371e-07 1.22787064997559
"BID" 0.00705477026854696 0.0103734515143946 0.295185234886959
"NPC1L1" 1.51992250810049e-27 1.48125861831739e-26 3.65676784658516
"XYLT2" 6.14133128807531e-21 3.94007686337974e-20 0.744883712135291
"NUDCD3" 0.186810871398302 0.223124447925297 0.0907164749441772
"ISL1" 1.40683515830821e-22 1.00268865525201e-21 3.69931186839461
"CHDH" 0.00329993033300633 0.00503543768600371 0.401824262342856
"IL20RA" 2.30299656128485e-17 1.15285634813667e-16 -1.66433078549875
"CLCA1" 0.860970130918883 0.880849174855101 0.713164890570202
"CLCA4" 0.00205106285937027 0.00320931246204725 0.88033554432536
"GLT8D1" 0.0770560477592553 0.0982790601224916 0.0898494581352314
"ATP2C1" 8.60435187964291e-08 2.06732595660302e-07 -0.428636000588095
"IGF1" 0.459865794055109 0.508443610660464 -0.130200484193846
"SLC38A5" 0.00724691022238481 0.0106414252528081 -0.425059644340981
"RALBP1" 0.812756852453246 0.839241694828323 0.018140608283919
"RUFY3" 0.401752004949688 0.450271564716386 -0.083029689645755
"CNTN1" 0.0522436045227173 0.0683514842104889 -0.489781817361525
"SLC11A1" 3.49445596447385e-30 3.97475883293362e-29 -1.78357987392173
"WWTR1" 1.41205389704285e-22 1.00596366189947e-21 -0.970933930507707
"AGPS" 0.296567746977499 0.34132590202655 0.074197688862407
"ATP1A2" 2.65781516478522e-26 2.3828738628583e-25 -2.20967306379703
"TTC27" 5.12168182348304e-13 1.87106695653359e-12 0.487403490329273
"ZNF582" 2.0158020623412e-07 4.67676517023895e-07 -0.579239231416563
"VSIG2" 5.41161813931436e-09 1.43535584556819e-08 -1.43873891104403
"PHLDB1" 0.0393074218386988 0.0524001493376621 -0.194923333808421
"MARCO" 6.76971854908098e-39 1.22903944406751e-37 -3.03190459437141
"CYP24A1" 1.19283776167765e-86 2.31798557326491e-84 6.5245097609146
"PRDM11" 4.2940860065009e-31 5.15322270824799e-30 -1.09798610955743
"SYT13" 1.62163182330238e-23 1.22968028575666e-22 3.88878155096521
"SNAI2" 0.106559081986605 0.132933052313555 0.284183369891742
"CD74" 3.32011638686196e-08 8.26646452665893e-08 -0.76764082379968
"HGF" 1.53589833296513e-05 2.9849987001319e-05 -0.755707677231306
"ZRANB1" 1.43887336225198e-05 2.80657739264266e-05 -0.318634190976985
"NCDN" 6.21815784426809e-07 1.37783579983789e-06 0.400760945803811
"ZFP64" 1.06482736274543e-27 1.05365647446142e-26 0.749378768109328
"MNAT1" 7.27184925255182e-14 2.82620859263634e-13 0.584520035406124
"SAMD4A" 1.17762076424275e-06 2.54200285150848e-06 -0.690089371631997
"RUNX3" 0.00277739300577578 0.00427938209688169 -0.385553958594977
"PLEKHB1" 0.69077335316229 0.728391959542009 -0.0621809498841741
"SERPINB1" 0.843991906527803 0.866722619405764 -0.0239086155336642
"SLC7A9" 2.66105583455481e-21 1.7468526477629e-20 2.74821963978071
