Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
HYAL3	8372	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
IDNK	414328	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
IFT22	64792	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
IL23R	149233	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
IQCA1	79781	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
IST1	9798	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
KCNG2	26251	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
KCNK9	51305	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
KDELR1	10945	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
KIAA0930	23313	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
KRT78	196374	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
LGSN	51557	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
LIM2	3982	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
LRRC23	10233	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
LRRC75B	388886	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
LYRM7	90624	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
MAG	4099	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.35	1
MAU2	23383	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
MBIP	51562	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
MFSD9	84804	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
MIR100HG	399959	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
MIR423	494335	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
NCR1	9437	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
NPFFR2	10886	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
NYNRIN	57523	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
OIT3	170392	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
OR10A5	144124	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide	3.35	2
PADI1	29943	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
PAQR9	344838	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.35	1
PCNX	54604	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
PCNX2	80003	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
PKHD1	5314	Adenocarcinoma of Lung	MESH:D000077192		Theophylline	3.35	1
PLA2G10	8399	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
PPCDC	60490	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
PPM1A	5494	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.35	1
PPP6C	5537	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
PRND	23627	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
RADIL	55698	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
RALGAPB	57148	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
RGS7BP	401190	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
RNF111	54778	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
RNF216	54476	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
RP9	6100	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
SAMD13	148418	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
SMG6	23293	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
SMIM14	201895	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.35	1
SPDYC	387778	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide	3.35	2
SPRR2A	6700	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
TGFBRAP1	9392	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
TLE6	79816	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
TMEM167A	153339	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
TMEM63C	57156	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
TPI1P2	286016	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide	3.35	2
TRAF4	9618	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.35	1
UFC1	51506	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
UNC45A	55898	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
VPS18	57617	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
WASHC5	9897	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
YIPF1	54432	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
ZNF467	168544	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
ZNF618	114991	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.35	1
AANAT1	393677	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
ABCC8	6833	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.34	1
ACADSB	36	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.34	1
ADAMTS5	11096	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.34	1
APH1C	68318	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
CCL21B	100042493	Adenocarcinoma of Lung	MESH:D000077192		Paclitaxel	3.34	3
CES3A	382053	Adenocarcinoma of Lung	MESH:D000077192		Paclitaxel	3.34	3
CH17-340M24.3	158960	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
FAM196B	101749501	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
FILIP1L	11259	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.34	1
GFPT2	9945	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.34	1
GPX1P1	441481	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
HNRNPA1P51	729366	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
IGKV3-2	626583	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
ILP2	39150	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
LIFR-AS1	100506495	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
LILRA6	79168	Adenocarcinoma of Lung	MESH:D000077192		N-nitroso-tris-chloroethylurea	3.34	1
LINC01806	100996579	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
LRAP	102546746	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MALINC1	100505636	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR1207	100302175	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR1229	100302156	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR1238	100302226	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR153A	100033677	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR1788	100310766	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR3070B	100526519	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR3152	100422869	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR3613	100500908	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR3663	100500893	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR3940	100500888	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR4281	100422962	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR458	100033528	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR4720	100616150	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR4732	100616385	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR4750	100616314	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR636	693221	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR691	751561	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
MIR887	100126347	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
NBPF25P	101929780	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
NDUFB4P12	402175	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
NPIPB12	440353	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
NPIPB13	613037	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
OR4D11	219986	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
OR5B3	441608	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
P2RY10B	213438	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
PATE3	100169851	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
PCNXL4	102871639	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
PNISR	25957	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.34	1
POLG	5428	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.34	1
PPIAP78	202227	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
PRKCH	5583	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.34	1
PVF1	32876	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
RBBP8	5932	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.34	1
RBPJ-PS3	19667	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
RPLP0P5	643779	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
RPS15AP17	391656	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
RPS17P16	402057	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
RPS3AP25	645968	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
SCG5	6447	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.34	1
SLC17A7	57030	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.34	1
SMCR6	140772	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
SNX5P2	728467	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
SPAW	338101	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
TNFSF4	7292	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.34	1
TPM3P8	646839	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
TPTE2P1	646405	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
TRPV4	59341	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.34	1
UBE2L6	9246	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.34	1
UCKL1-AS1	100113386	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
ZFP942	73233	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter	3.34	2
AACS	65985	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
ANKLE2	23141	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
APOA1BP	426569	Adenocarcinoma of Lung	MESH:D000077192		Urethane	3.33	2
APOBR	55911	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
ARL11	115761	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
ASIC4	55515	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
ASPRV1	151516	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
ATP5PD	10476	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
ATP8A2	51761	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
ATXN7L2	127002	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
BBS5	129880	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
BTN3A2	11118	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
C1ORF54	79630	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
C6ORF141	135398	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CACNG8	59283	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CAND2	23066	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CC2D1A	54862	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CD163L1	283316	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CFAP251	144406	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CFAP45	25790	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CGREF1	10669	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
CHAMP1	283489	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CHTF8	54921	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CPAMD8	27151	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CREG2	200407	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CWC25	54883	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CYP2C54	404195	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
CYP3A59	100041449	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene	3.33	1
CYS1	192668	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
DBR1	51163	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
DDA1	79016	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
DDX39A	10212	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.33	1
DENND1C	79958	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
DNAAF11	23639	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
DNHD1	144132	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
DUS1L	64118	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
EIF2S3	1968	Adenocarcinoma of Lung	MESH:D000077192		Theophylline	3.33	1
FAM118A	55007	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
FAM181B	220382	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
FAM221A	340277	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
FBXO15	201456	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
FBXW2	26190	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
FCRLS	80891	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
FLVCR1	28982	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
FOXS1	2307	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
GALNT9	50614	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
GTF2IRD2	84163	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
GZMK	3003	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
H2AC11	8969	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
H2-T23	15040	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
H3C10	8357	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
H4C3	8364	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
HEPN1	641654	Adenocarcinoma of Lung	MESH:D000077192		Urethane	3.33	2
HNRNPUL2	221092	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
IGSF9B	22997	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
IL17D	53342	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
INO80E	283899	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
IQCB1	9657	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
KIF6	221458	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
KLC3	147700	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
KLRA4	16635	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene	3.33	1
KRI1	65095	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
KRTAP19-4	337971	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene	3.33	1
LONP1	9361	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
LXN	56925	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.33	1
LYRM9	201229	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MARCHF4	57574	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MED8	112950	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MESP2	145873	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MIEF1	54471	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MIR100	406892	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MIR130B	406920	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MKS1	54903	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MKX	283078	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MPV17L2	84769	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MTMR12	54545	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MUC16	94025	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
MUP6	620807	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene	3.33	1
MYH7B	57644	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
NCBP3	55421	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene	3.33	1
NEXMIF	340533	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
NIPAL4	348938	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
ODAD3	115948	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PACS2	23241	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PAXBP1	94104	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PDE10A	10846	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.33	1
PIGL	9487	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PISD-PS3	66776	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene	3.33	1
POLR2A	5430	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
PPP1R3D	5509	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PRPF40B	25766	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PRRG3	79057	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PSENEN	55851	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
PTK6	5753	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
RAMP2	10266	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
RBFA	79863	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
RHOQ	23433	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
RMRP	6023	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
RNF220	55182	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
RPL10	6134	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
RPL31	6160	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.33	1
S1PR3	1903	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
SAG	6295	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
SERPINA6	866	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride	3.33	1
SHISA4	149345	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
SKAP2	8935	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Urethane	3.33	1
SOX21	11166	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
SPIDR	23514	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
SPINK4	27290	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
STK33	65975	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
STOML1	9399	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
T2	21331	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene	3.33	1
TAF1B	9014	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
TBCA	6902	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
TCHP	84260	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
TDP2	51567	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
TFIP11	24144	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
TM4SF19	116211	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution	3.33	1
