Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
EGFR	1956	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|benz(a)anthracene|Cacodylic Acid|Cisplatin|Crizotinib|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|N-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine|NVP-TAE684|Paclitaxel|Particulate Matter|Propranolol|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	38.04	36
MAP2K1	5604	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Mitomycin|N-nitroso-tris-chloroethylurea|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|Paclitaxel|Phosphates|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	31.12	20
KRAS	3845	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Asbestos|Cisplatin|Crizotinib|Erlotinib Hydrochloride|Gefitinib|Genistein|Paclitaxel|Particulate Matter|Pemetrexed|Resveratrol|Urethane|Vehicle Emissions	29.61	32
TYMS	7298	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Cisplatin|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|Paclitaxel|Pemetrexed|Resveratrol|trichostatin A|Urethane	29.56	22
MYC	4609	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	3,4',5-trimethoxystilbene|4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Gefitinib|Genistein|N-nitroso-tris-chloroethylurea|Paclitaxel|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Urethane|Vehicle Emissions|Vinblastine	25.68	27
HMGB2	3148	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions|Vinblastine	24.26	16
FOXO3	2309	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Erlotinib Hydrochloride|Gefitinib|Genistein|N-nitroso-tris-chloroethylurea|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	24.20	20
XRCC6	2547	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Docetaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	22.80	12
SUCLG2	8801	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Epinephrine|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	22.55	13
ERCC1	2067	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|benz(a)anthracene|Cisplatin|Gefitinib|Particulate Matter|Pemetrexed|Resveratrol|trichostatin A|Vehicle Emissions	22.10	15
OGG1	4968	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Mitomycin|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|Paclitaxel|Particulate Matter|Resveratrol|Vehicle Emissions	21.95	14
KLF5	688	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	21.39	12
SOX2	6657	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane	21.29	14
TP63	8626	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane	20.80	12
TRP53	22059	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Asbestos|benz(a)anthracene|Cisplatin|Docetaxel|Genistein|Mitomycin|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	20.59	20
TOP2A	7153	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Genistein|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions|Vinblastine	20.34	17
EP300	2033	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	20.18	13
TK1	7083	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	19.87	15
LMNA	4000	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Mitomycin|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	19.66	12
BRAF	673	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|N-nitroso-tris-chloroethylurea|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Vehicle Emissions	18.76	13
FASN	2194	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cisplatin|Crizotinib|Docetaxel|Genistein|Paclitaxel|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	18.76	24
ANP32A	8125	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	benz(a)anthracene|Cisplatin|Genistein|Paclitaxel|Particulate Matter|Urethane|Vehicle Emissions	18.54	12
LDHA	3939	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Docetaxel|Genistein|Paclitaxel|Particulate Matter|trichostatin A|Urethane	18.48	14
NPM1	4869	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Cisplatin|Docetaxel|Genistein|Paclitaxel|Pemetrexed|Vinorelbine	18.43	13
ANXA1	301	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	18.41	13
LMNB1	4001	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vinblastine	18.01	11
DOT1L	84444	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|benz(a)anthracene|Cisplatin|Particulate Matter|trichostatin A|Vehicle Emissions	17.87	9
HSPB1	3315	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Genistein|N-nitroso-tris-chloroethylurea|Particulate Matter|Resveratrol|Vehicle Emissions	17.75	16
XRCC5	7520	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Docetaxel|Paclitaxel|Particulate Matter|trichostatin A	17.61	12
SOD2	6648	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Docetaxel|Epinephrine|Genistein|Mitomycin|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions|Vinblastine	17.53	19
CAPG	822	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Resveratrol|Urethane|Vehicle Emissions	17.21	11
APOBEC3B	9582	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane	17.17	9
APEX1	328	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Cisplatin|Mitomycin|Particulate Matter|Resveratrol|Theophylline|trichostatin A	16.98	12
SRR	63826	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Resveratrol|Theophylline|Urethane|Vehicle Emissions	16.94	9
ALDOA	226	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Docetaxel|Genistein|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	16.87	11
ABCB1B	18669	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Cisplatin|Genistein|Mitomycin|Paclitaxel|Quinpirole|Resveratrol|Vinblastine	16.76	12
HK2	3099	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	16.68	11
CREBBP	1387	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	16.57	13
KPNA2	3838	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Resveratrol|Vehicle Emissions|Vinblastine	16.54	10
HRAS	3265	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Docetaxel|N-nitroso-tris-chloroethylurea|Paclitaxel|Resveratrol|Urethane|Vehicle Emissions	16.47	13
HNRNPA1	3178	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	16.44	11
HK1	3098	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	16.21	11
RRM1	6240	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|benz(a)anthracene|Cisplatin|Gefitinib|Particulate Matter|Resveratrol|Urethane	16.17	15
GNG11	2791	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Cisplatin|Genistein|Particulate Matter|trichostatin A|Vehicle Emissions	15.56	8
SFN	2810	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|benz(a)anthracene|Cisplatin|Gefitinib|Particulate Matter|trichostatin A|Urethane	15.55	15
MS4A1	931	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Asbestos|benz(a)anthracene|Genistein|Particulate Matter|Vehicle Emissions	14.91	7
TPI1	7167	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A	14.91	10
SHMT1	6470	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	14.56	9
PSAT1	29968	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Genistein|Particulate Matter|Resveratrol	14.30	11
NCL	4691	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Resveratrol|trichostatin A|Vehicle Emissions	14.08	9
VAV1	7409	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Genistein|Resveratrol|Vehicle Emissions	13.93	8
XPC	7508	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Asbestos|Cisplatin|Particulate Matter|Resveratrol	13.77	12
JUNB	3726	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Quinpirole|Resveratrol|trichostatin A|Urethane	13.72	12
GAPDH	2597	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Docetaxel|Genistein|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	13.42	11
PPAN	56342	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Particulate Matter|Resveratrol|Urethane	13.39	9
EML4	27436	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Crizotinib|trichostatin A|Vehicle Emissions	13.36	11
ALK	238	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Crizotinib|Genistein|NVP-TAE684|Pemetrexed|Vehicle Emissions	13.32	13
STK39	27347	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Particulate Matter|Resveratrol|Urethane	12.97	9
RRM2	6241	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|benz(a)anthracene|Cisplatin|Genistein|Paclitaxel|Resveratrol|Vinblastine	12.67	11
ENO1	2023	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	12.56	11
SOS1	6654	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	12.47	8
CSRP3	8048	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Genistein|N-nitroso-tris-chloroethylurea|Resveratrol|Vehicle Emissions	12.44	7
ARG1	383	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane	12.33	11
RPL10A	4736	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Particulate Matter|Vehicle Emissions	12.29	10
ALB	213	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Genistein|Particulate Matter|Phosphates|Propranolol|Resveratrol|trichostatin A|Vehicle Emissions	11.95	14
PIK3CA	5290	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Erlotinib Hydrochloride|Resveratrol|trichostatin A|Vehicle Emissions	11.91	10
TIMM8A1	30058	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Cisplatin|Genistein|Particulate Matter	11.87	7
ROS1	6098	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter	11.56	8
RFC4	5984	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Mitomycin|Particulate Matter|Resveratrol|Vehicle Emissions	11.31	7
ANXA5	308	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Asbestos|Cisplatin|Genistein|Particulate Matter|Resveratrol|Vehicle Emissions	11.22	10
MSH6	2956	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Mitomycin|Particulate Matter|Resveratrol|Urethane	10.85	9
AHR	196	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	3,4',5-trimethoxystilbene|Air Pollutants|benz(a)anthracene|Cacodylic Acid|Cisplatin|Genistein|Particulate Matter|Resveratrol|sanguinarine|trichostatin A|Vehicle Emissions	10.76	13
SLC19A1	6573	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Pemetrexed|trichostatin A|Urethane	10.76	7
PCBD1	5092	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Particulate Matter|trichostatin A|Vehicle Emissions	10.75	7
AHCY	191	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Particulate Matter|Resveratrol|Vehicle Emissions	10.73	9
RPSA	3921	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Cisplatin|Particulate Matter|Vehicle Emissions	10.71	11
HELLS	3070	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Cisplatin|Resveratrol|Urethane|Vehicle Emissions	10.66	8
H2BC4	8347	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|trichostatin A|Urethane|Vehicle Emissions	10.57	7
MSH3	4437	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|N-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine|Particulate Matter|Vehicle Emissions	10.55	7
BZW2	28969	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|trichostatin A|Vehicle Emissions	10.41	6
PABPC4	8761	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Particulate Matter|Urethane|Vehicle Emissions	10.15	8
TOMM40	10452	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Urethane|Vehicle Emissions	10.09	7
MRPL12	6182	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Particulate Matter|Resveratrol|trichostatin A|Urethane	9.91	7
SFXN1	94081	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|trichostatin A|Vehicle Emissions|Vinblastine	9.59	6
SNORD22	9304	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Resveratrol	9.58	6
SLC15A2	6565	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	benz(a)anthracene|Genistein|trichostatin A|Vehicle Emissions	9.49	4
UCK2	7371	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Particulate Matter|Resveratrol|trichostatin A|Urethane	9.39	7
RRS1	23212	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|trichostatin A|Urethane	9.22	6
GART	2618	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Pemetrexed|trichostatin A|Vehicle Emissions	9.09	6
DDR2	4921	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Resveratrol|Vehicle Emissions	9.03	7
SLC4A7	9497	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Cisplatin|Particulate Matter|trichostatin A	9.02	7
ALDH18A1	5832	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Resveratrol|Urethane|Vehicle Emissions	8.99	7
SLC4A4	8671	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	8.45	6
AQP4	361	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|benz(a)anthracene|Particulate Matter|trichostatin A	8.19	7
TF	7018	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	3,4',5-trimethoxystilbene|Asbestos|Cisplatin|Particulate Matter|Resveratrol	8.07	9
NAA10	8260	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Particulate Matter|Vehicle Emissions	7.89	5
ACSL4	2182	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Resveratrol|trichostatin A|Urethane	7.74	7
PPP3CA	5530	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide|Cisplatin|Particulate Matter	7.61	8
ALOX5	240	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	benz(a)anthracene|Cisplatin|Particulate Matter|Propranolol|Resveratrol	7.42	8
GOLM1	51280	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Genistein|Urethane|Vehicle Emissions	7.39	5
TIMM10	26519	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Resveratrol|Vehicle Emissions	7.39	5
EIF2B4	8890	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Particulate Matter|Resveratrol|Vehicle Emissions	7.36	5
RCL1	10171	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Genistein|Vehicle Emissions	7.28	5
BAP1	8314	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Asbestos|Resveratrol	7.16	6
APOA1	335	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Particulate Matter|Resveratrol|Vehicle Emissions	7.15	8
FBL	2091	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Mitomycin|Vehicle Emissions	7.09	5
IPO4	79711	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Vehicle Emissions	6.97	5
SATB1	6304	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin|Vehicle Emissions	6.91	6
STRBP	55342	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Resveratrol|trichostatin A	6.81	5
IPO5	3843	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|trichostatin A|Vehicle Emissions	6.62	4
IMPDH2	3615	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Genistein|Resveratrol	6.40	5
FKBP11	51303	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Resveratrol|trichostatin A	6.30	5
SRM	6723	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|Urethane	6.07	6
STK11	6794	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Resveratrol|trichostatin A	5.98	5
HSD17B10	3028	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein|trichostatin A	5.79	4
RANGRF	29098	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Theophylline|Vehicle Emissions	5.45	3
MRPS5	64969	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	trichostatin A|Vehicle Emissions	5.30	3
MRE11A	17535	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Resveratrol	5.03	4
CLPTM1L	81037	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Genistein	4.96	4
PIGN	23556	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Vehicle Emissions	4.82	3
ARHGAP35	2909	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	trichostatin A|Vehicle Emissions	4.80	3
EIF2B5	8893	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Vehicle Emissions	4.76	3
ALOX12B	242	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Particulate Matter	4.75	5
NUDT21	11051	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|trichostatin A	4.72	4
KCNJ4	3761	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|trichostatin A	4.58	4
RPL36A	6173	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Arsenic Trioxide	4.53	4
SNRPG	6637	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Particulate Matter	4.53	5
NPM3	10360	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Particulate Matter	4.47	4
SMARCC1	6599	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Arsenic Trioxide|Cisplatin	4.45	5
POLR1D	51082	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Particulate Matter	4.44	4
GAR1	54433	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|trichostatin A	4.37	4
RASA1	5921	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|trichostatin A	4.04	4
RPL27A	6157	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Particulate Matter	4.02	4
NOP58	51602	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin|Particulate Matter	3.91	5
NOP56	10528	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Air Pollutants|Resveratrol	3.78	3
MIR144	406936	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282	marker/mechanism	ethylene dichloride	3.70	2
ERP29	10961	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Particulate Matter|Vehicle Emissions	3.61	4
MIR345	442910	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282	marker/mechanism	Tobacco Smoke Pollution	3.53	2
CYP2A13	1553	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	3.29	4
EIF3E	3646	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Theophylline	3.15	2
MNX1-AS1	645249	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin	3.14	3
MIR19A	406979	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282	marker/mechanism	Tobacco Smoke Pollution	3.13	2
MKI67IP	476111	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin	2.98	3
GNPNAT1	64841	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Resveratrol	2.37	2
H1F10	243529	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin	2.36	3
CMTR2	55783	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Vehicle Emissions	2.19	2
EIF2B1	1967	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Cisplatin	2.11	3
GPI1	14751	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Vehicle Emissions	2.11	2
TTF1	7270	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Vehicle Emissions	2.10	2
SFTPC	6440	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Particulate Matter	1.97	3
