"stat" "pval" "FDR" "sign" "logHR" "GSE29013_P" "GSE29013_HR" "GSE30219_P" "GSE30219_HR" "GSE31210_P" "GSE31210_HR" "GSE50081_P" "GSE50081_HR" "GSE37745_P" "GSE37745_HR"
"CCDC89" 0.0231290160776811 0.0231290160776811 0.18740791879257 "+" 2.43713242569638e-09 0.0306190562441897 2.25308818764686 0.380213633687125 -0.767661416765994 0.0151679151225713 -1.217498737192 0.359041627748243 -0.193522583951364 0.235844741341523 0.252916509385734
"CCDC9" 0.189473370785935 0.189473370785935 0.532763495140183 "+" 0.0537982114666236 0.933652517993846 0.0564037542377842 0.0652893990119668 -0.361052325704419 0.428443280120349 0.125652400032725 0.0600801854685263 0.395001456257931 0.370042757071853 -0.176274706722348
"CCDC90B" 0.00836021709007271 0.00836021709007271 0.11759843829847 "+" 0.209442897099365 0.0345164574279662 1.88065446778538 0.0013838223196989 0.245530883746611 0.137442578588715 0.10647135743476 0.882823352970442 -0.0297665730269423 0.239003340106573 0.213663129973378
"CCDC91" 0.905209629276275 0.905209629276275 1 "-" -0.0629804647526406 0.765423332179641 -0.199459138092282 0.225880514400655 0.106570588286129 0.12450951308189 -0.167624083896131 0.932753722194871 -0.0195675886644726 0.944091853499588 0.0107793782202392
"CCDC92" 1 1 1 "-" -0.126399352875549 0.275106968645363 -0.648467914049306 0.425975045340673 -0.17042838454915 0.735691505073672 -0.037282238534626 0.825917442786427 -0.0485282130995751 0.177138676536569 -0.226640655376759
"CCDC93" 0.249026409148989 0.249026409148989 0.609758517350203 "+" 2.43713242569638e-09 0.705527642096585 0.195471638104036 0.623637674866504 -0.0884151677532747 0.0388122857473017 -0.404160055602629 0.196703310515204 0.318536375659063 0.628428857554954 -0.0944600646542459
"CCDC96" 0.0273840467572408 0.0273840467572408 0.203539990954974 "-" -0.257425261504175 0.459434614265724 -0.37342438132564 0.876174377599218 0.124684383098342 0.492108678444979 -0.401458149926974 0.00352890205525966 -0.760156798107276 0.0349492903664213 0.378414283171078
"CCDC97" 0.832153506845437 0.832153506845437 1 "+" 2.43713242569638e-09 0.815973828367586 0.148860769222662 0.602219700921415 -0.105169842311229 0.566140100225563 0.0671471725737618 0.0529958798181953 -0.40397891222053 0.829269040123793 0.0349481525484964
"CCER1" 0.363545633871838 0.363545633871838 0.741185397221033 "+" 0.119548749849552 0.948801506343861 0.0289522443637039 0.720697742110347 0.0615562557505833 0.551402558295454 -0.0861512724252036 0.100058526931312 0.335819239265215 0.0582612975357716 0.371144127597603
"CCHCR1" 0.139115319726658 0.139115319726658 0.45441057609059 "-" -2.43713242569638e-13 0.677412025605444 -0.312911199762835 0.254533447365616 0.240156167526471 0.0291042701532138 0.182663778842198 0.218537081025634 -0.291640049859598 0.606522179813727 0.0939885705233691
"CCIN" 0.192372903804821 0.192372903804821 0.536975675286588 "-" -2.43713242569638e-13 0.203812286164031 -0.892849701487698 0.819308355197839 0.0700935631768283 0.157596805619846 0.489732994148528 0.0373469477679246 0.423766016691429 0.608538072778109 -0.0921915933190921
"CCK" 0.240628785211545 0.240628785211545 0.599411518827273 "-" -2.43713242569638e-13 0.357832784381555 -0.524328161725489 0.984228107361122 0.00635951610684095 0.0195374703682537 0.222907181879681 0.782150576880523 -0.0596225123915269 0.297588003019967 0.150736456554217
"CCKAR" 0.283465066056101 0.283465066056101 0.650994697156383 "-" -2.43713242569638e-13 0.655238382240156 -0.290339065414015 0.463136151557112 0.156880703961972 0.73650039338832 -0.0721864277277937 0.00834554446080519 0.60980552493299 0.462265654046287 0.124164652102244
"CCKBR" 1 1 1 "+" 2.43713242569638e-09 0.562696342196341 0.352099083226786 0.533946966389976 -0.114503210142904 0.793536547032596 0.046749505193976 0.97531964572073 -0.00599204369254556 0.143467999663751 -0.306814263272652
"CCL1" 0.225137516929356 0.225137516929356 0.580486204678903 "+" 2.43713242569638e-09 0.935760109118915 0.0496556166688274 0.64729760067457 -0.0767994712951205 0.294989231931876 -0.159497485300109 0.0278929858151358 0.36209440476944 0.258047692238147 -0.230283098175808
"CCL11" 0.519640548555961 0.519640548555961 0.894528851878747 "+" 0.125709719493509 0.842784275473559 0.145820331076311 0.308812248213391 0.289347159989172 0.525126581791305 0.0548941696368611 0.0751599099322309 0.370497496655376 0.365066028296666 -0.153500037313758
"CCL13" 1 1 1 "-" -0.0800430259897735 0.198470072333283 -0.737691979348242 0.980779689821487 0.00444302698807049 0.445864599024502 -0.0442798801257709 0.913993068912003 0.024510398304741 0.396649118448244 -0.163180778376855
"CCL16" 0.701829682612156 0.701829682612156 1 "+" 2.43713242569638e-09 0.109932088124641 1.12837274034823 0.527483355978032 -0.241171788140978 0.114291358274916 -0.514558824149734 0.799835079759328 0.0479211580939429 0.992588622197951 0.00162100243300349
"CCL17" 0.355507262376867 0.355507262376867 0.734097634565449 "-" -0.110195136212935 0.344496600418671 -0.741729314361125 0.0450003145818096 -0.43698381267855 0.312848336853546 -0.136512640290412 0.259115943842923 0.230872817751122 0.902244683114858 -0.0219386398723914
"CCL18" 0.559637785583405 0.559637785583405 0.929955725486179 "-" -2.43713242569638e-13 0.458963699264624 -0.555402187119469 0.395039692464743 0.291285967580046 0.817608793111034 0.0367260101019764 0.0215128399549677 0.566743837243729 0.729512779282356 -0.0697266682850356
"CCL19" 1 1 1 "+" 2.43713242569638e-09 0.898050644771363 0.0808861423527812 0.751886383053698 -0.0472715682457591 0.142189466000069 -0.121251081258686 0.791556531458196 0.0541909003147134 0.662823929736206 -0.0755617202567188
"CCL2" 0.897867043182194 0.897867043182194 1 "-" -2.43713242569638e-13 0.833123632405794 -0.129476898062845 0.0391533441499286 0.629539039989512 0.815089939461325 0.0882137034786046 0.987905236602855 0.00347502707103983 0.22512005810884 0.254515528891887
"CCL20" 0.386842927710082 0.386842927710082 0.764188115972335 "+" 0.0553776811313257 0.0696712264475807 0.929090683237615 0.380878945238442 0.23718157097129 0.221670989975642 0.0724552737397803 0.716106780562553 -0.0752142918617694 0.222403209448168 -0.217632470368422
"CCL21" 0.799048279509095 0.799048279509095 1 "-" -0.0564246689741056 0.981696684318682 -0.013828349177301 0.0988557045540253 0.286581311267876 0.261789500117293 -0.261245249995045 0.718680093747496 0.0815616244145641 0.666094785554187 -0.0721624601448736
"CCL22" 0.646316386460844 0.646316386460844 1 "+" 0.00707160665454399 0.503548480390915 0.384123507254671 0.550155190027618 -0.105163149497747 0.701735176893007 0.0718816067690614 0.35785308697447 0.198849883802118 0.0493251427649207 -0.377593525125475
"CCL23" 0.287853541605583 0.287853541605583 0.656761547074584 "-" -0.207907190621746 0.134719714195149 -1.44448260642629 0.927997480792127 -0.0441741415140298 0.242250463377532 -0.43888891007186 0.0966947583631712 0.352457832611958 0.314026502606387 -0.168138662838484
"CCL24" 0.428398893667407 0.428398893667407 0.806984860651569 "+" 0.112826249734944 0.136019340874885 1.10298403143032 0.834662062861302 -0.0496902830433589 0.972887280186994 0.0048654980906998 0.0308858097963681 0.470644716990076 0.192111532702671 -0.235613784552871
"CCL25" 1 1 1 "-" -2.43713242569638e-13 0.571233556871652 -0.351576863149709 0.732688147730803 -0.0799391186739673 0.806104837564886 0.053416354233856 0.669751972645841 0.0875218826115976 0.84517912987432 -0.0346705760561004
"CCL26" 0.00381819269243077 0.00381819269243077 0.079691772771201 "+" 0.194264064009619 0.196107583266704 0.990524552971917 0.147640704421343 0.171618419501854 0.0173136101933659 0.110187622336019 0.0113399425866528 0.472886202307873 0.340230799716741 -0.167496979682393
"CCL27" 0.132895648174224 0.132895648174224 0.445066901084978 "+" 0.151535975010173 0.272847738740121 0.664184829497791 0.748342279713698 -0.056082251879443 0.345515767161644 0.147129666843554 0.0126898771857071 0.462791081833281 0.28868997774322 -0.19059128225294
"CCL28" 0.228455979157255 0.228455979157255 0.583559691706677 "+" 0.143843740085996 0.364702033702356 0.676561280123729 0.433848266826469 0.264950816892442 0.464482589717433 0.00761124093690201 0.688569026470065 -0.0968540708496386 0.00874029660727096 0.474801655810909
"CCL4" 0.612888310391361 0.612888310391361 0.977260934790223 "+" 0.12681014719186 0.833629839830053 0.131958992063913 0.0606556309893446 0.380492396375848 0.851931029896751 -0.0246698316826882 0.0894907054084392 0.373783341969462 0.786023916188913 -0.0510066173167066
"CCL5" 0.700630008040013 0.700630008040013 1 "+" 0.0750729770532044 0.16044902563234 0.762413493936617 0.733250281889281 0.0519925276219729 0.768423594499479 -0.0357746167608245 0.116917088268786 0.348580369495134 0.258668179375408 -0.192306833729835
"CCL7" 0.189357872843464 0.189357872843464 0.532531787800948 "+" 0.283307116132587 0.0350476957786736 2.4101170836042 0.245274192159797 0.184316377074204 0.493237541788203 0.0775428865951945 0.0873834706539203 0.329765645138459 0.4472049617743 0.143801422618617
"CCL8" 0.306257221217991 0.306257221217991 0.677335239670136 "+" 0.23151610600656 0.426565459441844 0.509537650821456 0.0782764682746069 0.280581381018468 0.197334938251636 0.240822653687873 0.228611771990618 0.262554936208048 0.768536618985727 0.0564556726855717
"CCM2" 0.0638274882800842 0.0638274882800842 0.303251237497229 "-" -2.43713242569638e-13 0.350222411454026 -0.590056080673237 0.00362085818726325 0.329133903116369 0.933741189663471 0.00299484095700092 0.0584602834739684 0.378820736733737 0.327361353022654 -0.189902249071969
"CCM2L" 0.460432771608426 0.460432771608426 0.839317703596164 "-" -0.48408706840007 0.868981367235343 -0.0847964170643362 0.099168303915191 -0.901117613630223 0.0936121389832339 -0.945430971893553 0.718030357746852 0.0759322494689758 0.793651348110986 0.0499709091909639
"CCNA1" 1 1 1 "+" 2.43713242569638e-09 0.240368901464342 0.767097873665405 0.678013216515668 0.198112639790645 0.59990298883677 -0.321063257339196 0.895503775958247 -0.0231062687460012 0.497857165690159 -0.105943051968225
"CCNA2" 0.0310053200238496 0.0310053200238496 0.213677777226462 "+" 0.276871280630885 0.0655704470384087 1.77871607878386 0.00139705991012922 0.606642696641127 0.900571794361946 0.00623240482772357 0.123492153016815 0.290319791556493 0.429206872193681 0.148291193258264
"CCNB1" 0.000721806877166545 0.000721806877166545 0.0369074258218379 "+" 0.340898120161325 0.0749190328628956 1.16707473221473 0.00114352938750354 0.588373660652972 0.549691805346111 0.0113785771324694 0.0347775654125803 0.476722282854297 0.0242044422984135 0.448454995247375
"CCNB1IP1" 0.00908169022744684 0.00908169022744684 0.122735735619474 "+" 2.43713242569638e-09 0.164324238795522 1.10020270841566 0.357233751214712 -0.109137515243066 0.0040543330854067 -0.422261304159709 0.076166789321901 -0.396773762165403 0.443342426468048 0.139748348535687
"CCNB2" 7.45871083241871e-05 7.45871083241871e-05 0.0133361749683647 "+" 0.320984898744526 0.234199903893381 0.887702115185575 0.000293343521003092 0.603917180651953 0.06763950871569 0.0276346046476114 0.0186739462917341 0.509629443710677 0.0761714630519977 0.333141019497724
"CCNB3" 1 1 1 "+" 0.142095449061792 0.969411953222773 0.0319203117925825 0.58649374834422 0.10946950067986 0.769497099509565 0.0513739234439405 0.182476127589311 0.281197467312967 0.302134457643109 0.226204583045524
"CCNC" 0.000253163322187025 0.000253163322187025 0.0228658304040345 "-" -2.43713242569638e-13 0.212458048315585 -0.940700600341286 0.772287022561395 0.0624043520429801 4.50617856283686e-05 0.219202469408246 0.803747260890533 -0.0524989946725668 0.0190597331630083 0.434771855848515
"CCND1" 0.501434719323235 0.501434719323235 0.876217559273482 "-" -0.0422330243727986 0.180228160915628 -0.613883040574848 0.131517446777677 0.178637512913508 0.950057015768672 0.00792897762882873 0.555546355698311 0.115206207112285 0.0519173524388691 -0.353137647337402
"CCND2" 0.372887251208158 0.372887251208158 0.751743952442214 "+" 2.43713242569638e-09 0.92870778704003 0.0489631250807275 0.506149321366726 -0.0700416336817911 0.629306012891438 -0.081013535233561 0.800626128684358 0.057734023247318 0.00676231358756523 -0.4881390450614
"CCND3" 0.335427265192759 0.335427265192759 0.710507985953479 "-" -0.145802478893838 0.885925904282682 -0.0853308214596834 0.0833544543190627 -0.21672976196734 0.725152715157779 -0.065585248103844 0.0345565313109191 -0.452505901727582 0.632768042946307 0.09039478412097
"CCNDBP1" 0.0486433507258424 0.0486433507258424 0.268173772681594 "-" -0.158813260589898 0.677096425557214 -0.32472947680888 0.163678368424667 -0.214197529446223 0.746259240117567 0.0252168564804274 0.000737289377920129 -0.605115855851577 0.709767875976676 0.074911008086488
"CCNE1" 0.0035243211033469 0.0035243211033469 0.0768807457977844 "+" 0.20744455428481 0.112919092310355 1.66435621027086 0.00813997378497532 0.157740821268412 0.0241824425261509 0.019743061821708 0.237311498414334 0.196287169489083 0.188548128848757 0.248529391950193
"CCNE2" 0.0532483879433111 0.0532483879433111 0.277823435486174 "+" 0.167122164949435 0.453643920048245 0.418830745543887 0.00498969758299642 0.420837691049473 0.199126827534901 0.0403679720799263 0.706046819147142 0.0772702421292866 0.145708398810857 0.270335039009161
"CCNF" 0.0442940462879525 0.0442940462879525 0.255980238245757 "+" 0.222463592355166 0.972791092047689 0.0209165987982595 0.0123455340554572 0.435579941551871 0.599268300742295 0.0434360635683102 0.0947645735343494 0.366387374778663 0.0580273218902375 0.317873226912078
"CCNG1" 0.000792166202371176 0.000792166202371176 0.0389832982524678 "-" -0.105437910382155 0.0299376237390947 -1.46698003722334 0.0150194350651255 -0.200199914187725 0.692097261076419 -0.0324433327081771 0.0662576466848398 -0.414990621404986 0.00156830221150533 0.57114184314888
"CCNG2" 0.986307864235437 0.986307864235437 1 "+" 0.00539388415917828 0.699884844111147 0.25894612643583 0.375694550046025 0.0807543702561495 0.775316144924184 0.0405671005108414 0.596315687874328 0.113963447391665 0.0780258689865273 -0.331867342374254
"CCNH" 0.330753665127607 0.330753665127607 0.705750197377801 "-" -0.475979545346423 0.477968193678087 -0.479110771237397 0.66543014790007 -0.090564603596293 0.0631373250456257 -1.19696328425438 0.794667779069711 -0.0574609155948351 0.137370113670962 0.251606546565991
"CCNI" 0.216808729048069 0.216808729048069 0.570079422849923 "+" 2.43713242569638e-09 0.700904663917587 0.231746532405404 0.237442454348413 -0.197911830010501 0.153054984871753 -0.18825184895719 0.330412141721791 -0.228352572677541 0.107167388065663 -0.300121206743373
"CCNJ" 0.265965914184784 0.265965914184784 0.631255189225335 "+" 2.43713242569638e-09 0.375206244715515 0.560396760199643 0.394775624863359 0.121907179499292 0.0462707364888757 -0.403273759045618 0.735403357995549 -0.0744913669266364 0.251213855872641 0.22292623918324
"CCNJL" 0.200840414146874 0.200840414146874 0.548664647131353 "-" -0.0104123712015366 0.847813294856208 -0.140025287138998 0.487193606820696 -0.0885952228492848 0.0256925698499497 0.177610758162074 0.712166045673298 -0.0822327862365107 0.191288211394657 -0.225866188735044
"CCNK" 0.460498136033466 0.460498136033466 0.839317703596164 "+" 0.126010341433553 0.889536070942539 0.094314022350039 0.909981751139053 -0.0182470553980895 0.108319479855217 0.0925976349983598 0.19755250831863 0.277951478872907 0.408582210913982 0.139854827308559
"CCNL1" 0.3134956096521 0.3134956096521 0.685580383595989 "+" 0.0421376496818829 0.0941746550755206 1.64482186467427 0.0365479689873313 0.681405074398148 0.248943372997111 -0.422730913388561 0.763113407509564 0.0675312033385189 0.839713925247822 0.036638181652388
"CCNL2" 0.378450201443817 0.378450201443817 0.756375125116316 "-" -0.191815154311173 0.593432006568834 -0.2603212564445 0.862500925018105 -0.0548193107361918 0.0878434697300568 -0.267091368204847 0.123015723414219 -0.348410250887172 0.718205238447982 0.0658314302666463
"CCNO" 0.951977891231164 0.951977891231164 1 "-" -0.115294619833387 0.836614993159522 -0.100152832038961 0.646672682351329 0.114550591406761 0.676450402170289 -0.0508822611075164 0.288257636325775 -0.239262067038211 0.126403578546103 -0.292694844986965
"CCNT1" 0.202786835261246 0.202786835261246 0.550294393427314 "+" 0.168332795387835 0.147055824793775 1.33805678801813 0.179533911712561 0.209341717414722 0.0795434986397506 0.313243291570525 0.594327050399163 -0.108565500248491 0.35567049374318 -0.172810287090174
"CCNT2" 0.0297833838688395 0.0297833838688395 0.210665185859447 "-" -0.31060376113059 0.810507232482545 -0.142330889066709 0.0182609826815271 -0.52945874245229 0.0296626118163543 -0.510283005013913 0.303006270922779 -0.233196205939799 0.38587012835438 0.150256963952697
"CCNY" 1 1 1 "-" -0.0395302313215816 0.408882161501511 -0.411595177363958 0.658433943021165 -0.0563616135675511 0.84555258204481 0.0292875657574479 0.630635932939757 -0.103160262958789 0.959860074455688 0.00877927575618578
"CCNYL1" 0.260029627304459 0.260029627304459 0.623912246587672 "+" 2.43713242569638e-09 0.0324261551110764 1.7860815131936 0.439842572486422 -0.122784342196656 0.255193540352241 -0.140386874948424 0.229264733261284 -0.279784165454621 0.490196204066484 0.137666568803405
"CCP110" 0.0127445100300083 0.0127445100300083 0.14299955560032 "+" 2.43713242569638e-09 0.179210075571579 1.18906978920341 0.102770788641388 -0.27405355398299 0.0510261728026688 -0.344205343540646 0.15006135213691 -0.347639541552557 0.0493770917124893 0.36892084730671
"CCPG1" 0.889925439770059 0.889925439770059 1 "-" -0.0803738461416145 0.622389198212637 -0.223694869852792 0.0892284792897598 -0.244858294552244 0.616136849872707 0.0482463624267342 0.692608249945009 -0.0889888312366755 0.299874012862684 -0.171819649944777
"CCR1" 0.0252509383404604 0.0252509383404604 0.195659202992474 "+" 0.325765583776137 0.0303065555170745 1.93224336051358 0.0794484422104864 0.356480887822993 0.0881269735243893 0.168432192505876 0.0600766214015839 0.491773606475315 0.923937014638108 -0.0169778747316227
"CCR10" 0.0471712008525283 0.0471712008525283 0.264802154910551 "-" -0.230043897182208 0.0285020440261212 -1.39621357217656 0.0686381024128401 0.244166059194208 0.382879600570708 -0.190500104909079 0.224799429144286 -0.263778603948331 0.0910683688049441 -0.324150928659515
"CCR2" 1 1 1 "-" -0.104501787150284 0.939641908245564 -0.0421261825589583 0.388080978074944 -0.166293468095071 0.453034852703273 -0.125678752189858 0.997054730362851 -0.000840349550628361 0.39708120623247 -0.151652577090337
"CCR3" 0.0185604089040014 0.0185604089040014 0.170866189978942 "-" -2.43713242569638e-13 0.709077503238836 -0.256295723271076 0.336714411871069 -0.13423100920826 0.178649356569748 0.191340812392198 0.000767277510332397 0.720142870247482 0.744342122506126 -0.0629328681723307
"CCR4" 0.103508241914949 0.103508241914949 0.388905139102161 "+" 0.0811193372760188 0.336807722435139 0.530466102927894 0.106579224829712 -0.154005844415932 0.902545050370212 0.0185340730052378 0.0127127615345333 0.523767566944893 0.155442621584202 -0.254416681294651
"CCR5" 0.4319947163771 0.4319947163771 0.811446127692342 "+" 0.0876346761967183 0.130352014440013 1.48706511955198 0.599311866738947 0.0868525391084904 0.414441011680984 -0.169322513159593 0.0882737456412583 0.391048632709878 0.483495713090849 -0.123475506169352
"CCR6" 0.195073509396258 0.195073509396258 0.541134789381931 "+" 2.43713242569638e-09 0.390841649207637 0.626194754730551 0.667370902825562 -0.0514267775202211 0.233151963909525 -0.139226258562134 0.11834248912509 -0.34041234478551 0.0827278146550269 -0.299430221183197
"CCR7" 1 1 1 "-" -0.0654385910495022 0.844009458087097 -0.0841725413334134 0.684734765812888 -0.0457923237500397 0.411943647380599 -0.102880457383779 0.678565967446639 0.0809871252901886 0.349775906802424 -0.171496311762061
"CCR8" 0.255845355069226 0.255845355069226 0.618084890222787 "+" 0.122277154439174 0.438390564501971 0.475168371694613 0.739841279219241 -0.0349603672271348 0.554689754548559 0.0807468837993948 0.0174069883700464 0.500830038536386 0.24463642196546 -0.216514565294626
"CCR9" 0.500883071052168 0.500883071052168 0.875655517837184 "+" 2.43713242569638e-09 0.679586807399081 0.239853085622727 0.961483190934221 0.00863246731015386 0.322068480299585 -0.0729399082426614 0.0409930139366938 -0.495462848347407 0.633019164211423 -0.0784535288913677
"CCRL2" 0.256390847448291 0.256390847448291 0.61875247707527 "+" 0.303738595218011 0.234029291550776 1.3406817796764 0.0382594931049353 0.619438607883734 0.364441978403039 0.172554186357563 0.221659460533485 0.272327224799138 0.654068932374978 0.0744378766832948
"CCS" 0.586686366276938 0.586686366276938 0.956143103719717 "+" 2.43713242569638e-09 0.777407998657555 0.18836456270881 0.645309924983233 -0.0697930201410342 0.712639686456605 -0.0382572738902117 0.111808652411228 -0.348490788061476 0.100282258792658 -0.313101195352195
"CCSAP" 1 1 1 "+" 0.0944873434267502 0.152194879608429 1.55149340579695 0.263036159393657 0.201524469920353 0.843500739826565 -0.0239233284994648 0.813974073475896 0.0519118245393887 0.591703172479415 -0.100233740243464
"CCSER1" 0.685554146424621 0.685554146424621 1 "-" -0.0885888157980468 0.0516776222473976 -1.98116607455464 0.469308905732569 0.135192603837415 0.36264546022815 -0.0882928712161901 0.414987848650191 0.184292537972382 0.754936165445636 -0.0599748375967311
"CCSER2" 0.13409017681362 0.13409017681362 0.446905646265562 "-" -0.297424870641159 0.127488043575534 -0.866558644775671 0.0296233422898787 -0.367555305959579 0.0838710570786154 -0.43220712171049 0.792655927012892 -0.0595812022891119 0.714521601109186 -0.0777103132160669
"CCT2" 0.0623285537963449 0.0623285537963449 0.300236826840694 "+" 0.113783255463178 0.078355793505882 1.3083634188825 0.377544434075191 0.0880702213560376 0.646110920429566 0.0350220594040055 0.14698855973462 -0.301457131768524 0.00927680703838508 0.461743278900217
"CCT4" 0.240840113633138 0.240840113633138 0.59965946287861 "+" 0.0713292398939849 0.477164630224156 0.496344305527302 0.0962415237740247 0.196746765921933 0.245114076216126 0.145817195143563 0.16866865168629 -0.3122592078516 0.381976242740621 0.151239742685583
"CCT5" 0.0280791348025065 0.0280791348025065 0.205635140774802 "-" -2.43713242569638e-13 0.735340396880873 -0.158088867527637 0.000229354500543135 0.535780763856196 0.915612577126769 0.00469746850781263 0.524032069228507 -0.129866831802178 0.10112501622829 0.300200592903365
"CCT6A" 0.0701830601050612 0.0701830601050612 0.318405921401366 "+" 0.23332533185941 0.0698426249024908 3.83873883646398 0.00210769589684066 0.229285176109702 0.665621590216244 0.023378365589403 0.467767504359333 -0.14873531625667 0.455445305690265 0.12153971665518
"CCT6B" 0.169997946008971 0.169997946008971 0.501946228839699 "+" 2.43713242569638e-09 0.266730610938946 0.745710327396208 0.37624645874129 -0.395430238810214 0.763590468274983 -0.0263764502807328 0.00960356456820509 -0.694487167863227 0.270086539342449 0.209023345763065
"CCT7" 0.816396276024259 0.816396276024259 1 "+" 0.0742460149387185 0.192031497432283 1.37908090222421 0.219211691460642 0.123945210621051 0.66727198027938 0.0528613811469259 0.262084900550335 -0.27015391212927 0.508914288244607 0.123323748174725
"CCT8" 1 1 1 "+" 0.0788029565198504 0.479530987586136 0.528138398945342 0.965851715966304 -0.00628664269693676 0.646749292397934 0.0461557751947963 0.612467770421703 -0.105609211587951 0.0712222423808153 0.310417682838861
"CCT8L2" 1 1 1 "-" -0.0651334246094675 0.15663786875283 -0.898085652070771 0.329124713583314 -0.280943258993922 0.553147870721483 0.129462887250828 0.955243185755221 0.0120966136064539 0.324296434775175 -0.16376152448995
"CCZ1" 0.642676094114686 0.642676094114686 1 "+" 0.184482641249361 0.172429247064057 1.00271786000291 0.424499992780307 -0.142526827571037 0.530702892134656 0.163687481202441 0.12631036329485 0.318590120923974 0.572178027944666 0.0987921180329048
"CCZ1B" 1 1 1 "-" -2.43713242569638e-13 0.858731855519242 -0.109779341402296 0.235107560679919 0.377145291509079 0.601045416159862 -0.0479759101838546 0.304749971310787 0.221950248138542 0.806658099215792 -0.0434218244830056
"CD101" 0.438822457397658 0.438822457397658 0.817644486819328 "+" 0.147617704842173 0.155976421897847 1.01162508497858 0.772368345558731 0.0983341864034139 0.49734201952969 0.184223628099081 0.220924307821667 0.271211668905234 0.101948712547365 -0.283519035052804
"CD109" 0.212808825706449 0.212808825706449 0.564656185396612 "+" 0.173989668675096 0.194001146977709 1.21230386230678 0.00877208085043662 0.28565125164889 0.536625116073106 0.0403324927936663 0.275212990500716 0.232831739622005 0.978944607403218 0.00505493638474242
"CD14" 0.157740527844981 0.157740527844981 0.482244270791126 "-" -2.43713242569638e-13 0.63710105899553 -0.27881068699753 0.0324907593280781 0.296577961039723 0.104218824659042 0.141868173906213 0.249119709272058 0.308801218102304 0.967656866713096 0.00796861229111002
"CD151" 0.739923385717201 0.739923385717201 1 "-" -0.0296513974289756 0.43570568829414 -0.433053677435592 0.265943613569808 -0.146155829581559 0.138591894477885 0.0994553907816623 0.557685326783993 -0.110118234576927 0.996225160010517 -0.000914611435072377
"CD160" 1 1 1 "+" 2.43713242569638e-09 0.0353834109578567 1.81658990517662 0.178518332399333 -0.377056293266706 0.879349211377253 -0.0684815461676288 0.597781058810383 -0.118435681230505 0.988922903952725 -0.00267371397093969
"CD163" 0.739237286527178 0.739237286527178 1 "+" 0.174423507541186 0.573994777916224 0.331800739026306 0.236405428231501 0.236140028422738 0.319789252186165 0.112329130066567 0.249971958477741 0.295175390395418 0.712571466555303 0.0681085921382734
"CD163L1" 0.740612869469147 0.740612869469147 1 "-" -0.10110928270682 0.610389344395648 -0.319715268684805 0.297297081771754 0.102667092155673 0.139483439633075 -0.194269099701564 0.539837449227417 -0.147251809520051 0.774428890372944 0.0512624839169544
"CD164" 0.354080082766773 0.354080082766773 0.732466472796363 "+" 0.0154400031338335 0.475530635471082 0.564118543830357 0.289938945197642 -0.193950224241558 0.21468622118381 0.0974934018986524 0.211411960609781 -0.263601368599912 0.273034399141846 0.187439995542788
"CD177" 1 1 1 "-" -0.105006650523156 0.580941471303421 -0.312108835101541 0.0730308368035063 -0.407793490243396 0.774759456734003 -0.0143743291217789 0.546808012775171 -0.122718147519048 0.892228188038595 0.0243933720743808
"CD180" 0.0933455394166351 0.0933455394166351 0.369615260898743 "-" -0.0510580772161823 0.408621091560388 -0.575633835862061 0.394927833508235 0.112327399068514 0.393856900832556 0.0401769514996914 0.327185316239541 0.201100858958742 0.00562012597625972 -0.530244814091896
"CD19" 0.091664810785298 0.091664810785298 0.366022366043924 "-" -0.188717453032315 0.0898223764449578 -1.2262979837821 0.583622881151121 -0.0636314935643191 0.41249386594462 -0.0363078554040963 0.794325779166259 -0.0513100638598043 0.00367929853051172 -0.484945737194317
"CD1A" 1 1 1 "-" -0.142566606561026 0.224090308966688 -0.689019020382997 0.587328841917681 -0.0592748733799672 0.972997842314321 0.000281051840061376 0.431974826789925 -0.174301318544896 0.0797908541525473 -0.321241014885791
"CD1B" 0.0500261633567208 0.0500261633567208 0.270420569402794 "-" -0.253067193792087 0.0342557631916226 -1.46111536237483 0.0908448211254513 -0.244349867472249 0.288374040645634 -0.0903630472629572 0.654356890910081 -0.103210840051416 0.0312378273444612 -0.444599474172768
"CD1C" 0.408305026825854 0.408305026825854 0.785459979411925 "+" 2.43713242569638e-09 0.371520961373023 0.516225394778256 0.199121433636122 -0.258247157192853 0.336284444594421 -0.146910595648655 0.235415326316559 -0.254900758361539 0.270430933775132 -0.196630091185626
"CD1D" 1 1 1 "+" 2.43713242569638e-09 0.232922786009094 0.790516458045487 0.994657768961727 0.00142114727631163 0.791021530808947 -0.0350584928391318 0.804685199692973 -0.0561123517923302 0.0649604452793049 -0.316114541220163
"CD1E" 1 1 1 "-" -0.0754782749063002 0.788663286091 -0.172064122381281 0.320293531115883 -0.217843263990971 0.648123148405315 -0.0503230728220894 0.87329030345922 -0.0344184738995711 0.847569318279607 -0.0368091324764874
"CD2" 0.779227526040149 0.779227526040149 1 "+" 0.0537833721500815 0.0658013494752463 2.08268631744092 0.771697089275642 -0.0462802579272913 0.500745001957558 -0.0805574262946248 0.626364032222034 0.104039067039798 0.216165002513456 -0.213982029780474
"CD200" 0.97089764534387 0.97089764534387 1 "+" 0.0855638819554149 0.082593224501902 1.97216602827252 0.327552414880033 0.156387169548182 0.694676456919211 -0.0521946792714297 0.796583613747051 0.0631635001207639 0.270289132395507 -0.184622537899591
