"stat" "pval" "FDR" "sign" "logHR" "GSE29013_P" "GSE29013_HR" "GSE30219_P" "GSE30219_HR" "GSE31210_P" "GSE31210_HR" "GSE50081_P" "GSE50081_HR" "GSE37745_P" "GSE37745_HR"
"ABCF2" 0.535071989837088 0.535071989837088 0.908352234836689 "+" 0.166585806446236 0.413481529810043 0.618834649247707 0.0855410553046619 0.239002213468478 0.296666019989741 0.116376828391468 0.545502743983371 0.136063323590748 0.473983785902432 0.124139810994252
"ABCF3" 0.0327142288304877 0.0327142288304877 0.220409233636432 "-" -2.43713242569638e-13 0.278108028731148 -0.744744742668387 0.000131140001223508 0.466924063599112 0.770733586517087 -0.0478772729350911 0.388086895281038 0.185762864219 0.790534136167203 -0.048826416206246
"ABCG1" 0.695937283719642 0.695937283719642 1 "+" 0.132800586088099 0.18965968127794 1.0304522887686 0.58031964697786 0.106681519594453 0.556985393942209 -0.101163643840624 0.12938415721302 0.352014011829357 0.447137329365196 0.135879647090897
"ABCG2" 1 1 1 "+" 2.43713242569638e-09 0.478658268464601 0.533534089063378 0.557148410590085 0.144249149158139 0.26837530278101 -0.418680526566547 0.772813342124148 0.0628987722588982 0.566462183431853 0.0990885527865065
"ABCG4" 1 1 1 "-" -2.43713242569638e-13 0.0882368930154681 -1.31353437981921 0.466829174910129 -0.149593355703505 0.358096132469907 0.201857351522035 0.955999232730048 -0.0115990163970467 0.515411875035769 0.110390596504713
"ABCG5" 0.635289397555919 0.635289397555919 0.995473381293157 "-" -0.00522701848592947 0.199379088777595 -0.827685478434393 0.722673527186872 -0.0530352669808096 0.157810307717637 0.113955891158374 0.533800450785501 0.136098800640529 0.404437827615828 -0.157550241959082
"ABCG8" 0.632463229240088 0.632463229240088 0.993162764052219 "+" 0.194476860034303 0.465489297497002 0.47572655285503 0.95240800657721 0.00794050208699525 0.0398331139743083 0.377135450051525 0.878893771687686 0.0324394694836353 0.693164435818825 0.0691561703828132
"ABHD1" 0.953658896603697 0.953658896603697 1 "+" 0.123044577518616 0.281215296473144 0.802851024194531 0.455179722273326 0.167062291471105 0.615088916168822 -0.079241137094194 0.238827066150317 0.264084602310719 0.405913887505388 0.157655797024834
"ABHD10" 1 1 1 "+" 0.142569614869165 0.149938582760003 1.06226678141423 0.340883976320864 0.257528349119557 0.812664641702545 -0.028535738689636 0.553800610653715 0.13128364440583 0.355382121136045 0.168425470958762
"ABHD11" 0.251684232552697 0.251684232552697 0.613235419926143 "+" 0.0905146523309941 0.700795260460366 0.250509068243747 0.023892572407235 0.309269378294434 0.167058031137924 0.0661324483913982 0.615733174926772 0.109209094508745 0.553691487591775 -0.100596670786936
"ABHD12" 0.140574557462376 0.140574557462376 0.45574170729729 "-" -0.0333896137443423 0.22156716250734 -0.585054022503901 0.544172510399925 0.132910907610484 0.0437152407686467 0.116466538271398 0.124189403823895 -0.376567091528211 0.644755359756769 0.0810484737143437
"ABHD13" 0.0534545032747424 0.0534545032747424 0.278288536621532 "-" -0.302579352623636 0.0499913947688193 -1.34548937261719 0.292714069045791 -0.172400166113331 0.023264353393114 -0.667664217272839 0.803207200916299 0.0537652707109695 0.175848130048289 0.239642175618396
"ABHD14B" 1 1 1 "-" -0.116586858513275 0.667070568971389 -0.321728691128481 0.382521636413409 -0.122728909457174 0.436579568176011 -0.0779244667836762 0.197503522319623 -0.255925038472871 0.850336739474582 0.0309091568892453
"ABHD15" 0.226698427888426 0.226698427888426 0.581976476526298 "-" -0.124406929171894 0.54861985049168 -0.359245801177068 0.822636770529629 -0.0311353782634392 0.349232083928188 0.09533279455676 0.0162081645161833 -0.487450952960662 0.369299251878319 -0.166270157554588
"ABHD16A" 0.00110126576105255 0.00110126576105255 0.0447917252718792 "-" -0.108408043075056 0.611647886497434 -0.379854680693238 0.277775008899265 -0.139211395757695 0.00135205322546061 0.181774383619888 0.00473618619664622 -0.625452676065581 0.971647854935471 -0.00609555191176409
"ABHD16B" 0.302313953913983 0.302313953913983 0.672811427298428 "+" 0.0222172276613154 0.0211399991309183 2.07440962504354 0.048149948280959 -0.367769431089874 0.52651263801706 -0.134283309966198 0.572262406288146 0.119497165758203 0.887160986140742 -0.0287482116038009
"ABHD17A" 0.14586998654231 0.14586998654231 0.464480532247826 "-" -0.0974606346948354 0.163990109682745 -0.828736153920789 0.342318330210331 0.244690182982677 0.587783944978619 0.099596733120157 0.381354662066466 -0.195317709056804 0.0102750607751285 -0.467759414015857
"ABHD17B" 0.399006205885423 0.399006205885423 0.777433941866208 "+" 2.43713242569638e-09 0.767848365627725 0.168479480210006 0.429893069123309 -0.170887347017955 0.123156182689701 -0.219008221642284 0.309168538569412 -0.228583979411141 0.284792130907325 0.195007637379802
"ABHD17C" 1 1 1 "-" -0.0464286340728956 0.330493464871315 -0.746559600029902 0.315122488274234 -0.0602122519297168 0.432927738422481 0.048537268103728 0.651164810155863 -0.0928537676099277 0.926182441846793 0.0159226353971624
"ABHD2" 0.479439026209516 0.479439026209516 0.855292288944445 "+" 0.0597573689571943 0.365964673972907 0.422003970492395 0.0351575505596523 -0.245255420274257 0.537076311628069 0.0493502058525488 0.626929928871156 0.107822125808239 0.317843869523808 0.16642231027969
"ABHD3" 1 1 1 "+" 0.0589436965496385 0.569619481820404 0.3331511219655 0.832349991756479 0.0282404199518873 0.25300276603271 0.0579819606807341 0.733040806159922 -0.0811694216935127 0.312757800070475 0.175880244394786
"ABHD4" 0.0882778370512476 0.0882778370512476 0.359728273950032 "+" 0.0137447841607981 0.617036871958977 0.319026540083812 0.0240722936396207 -0.286683701856028 0.770748937689616 0.0201338259906749 0.0650236049048543 0.378279647294267 0.0968115241151513 -0.282122031289795
"ABHD5" 1 1 1 "+" 0.16323689531999 0.455269340205634 0.412227973556468 0.0466323898353398 0.758558828815409 0.953312110019529 -0.0204124431612428 0.746359561500054 0.0633890794673279 0.459826425921582 0.126570163393967
"ABHD6" 0.441427792486246 0.441427792486246 0.820025946048081 "+" 2.43713242569638e-09 0.372218841220111 0.664772555620543 0.671245192794837 0.0848435473013675 0.170678741001452 -0.532911217749299 0.271545182831574 -0.236703924147855 0.251601619505148 -0.215333940453886
"ABHD8" 1 1 1 "+" 2.43713242569638e-09 0.569703813398183 0.414848287609916 0.99826957877941 0.000457460541581576 0.497655845273384 -0.18319827915279 0.73361092864478 0.0746946523008947 0.453975960635582 -0.120564262248053
"ABI1" 1 1 1 "-" -2.43713242569638e-13 0.986290973348071 -0.00972941377975584 0.608225946772574 0.092454241117978 0.508443374244395 0.0946659669494884 0.844114967133269 -0.0432528209736525 0.621665593618894 0.0886668277421318
"ABI2" 0.385596422546041 0.385596422546041 0.762894944298067 "+" 2.43713242569638e-09 0.784154399554217 0.146674807502651 0.123242763595615 0.214680311721733 0.0623863282810626 -0.237160903201533 0.766015195297176 -0.064089518813425 0.716963888024885 -0.0673721256812207
"ABI3" 0.413822849468934 0.413822849468934 0.791353213743801 "+" 0.249300335439524 0.20407436328283 1.05563087172124 0.640337011655186 0.0934409274128621 0.196246149250969 0.242477790394541 0.0860969180032006 0.386164352069059 0.985247312123581 -0.00335722435264451
"ABI3BP" 0.12947889602181 0.12947889602181 0.438278164657755 "+" 2.43713242569638e-09 0.308272125839538 0.787674627517256 0.209139122116415 -0.143678360649562 0.0267269690393787 -0.475166119046699 0.364535104607602 -0.205092255216822 0.593136661233106 0.0857804161584721
"ABL1" 1 1 1 "+" 2.43713242569638e-09 0.541989362440865 0.425630415238344 0.577138077277197 0.131037980120692 0.815742243012583 -0.0740673189824108 0.921751160833103 0.0220330234627866 0.552811313302034 -0.12352428593834
"ABL2" 0.308585896478266 0.308585896478266 0.680349319644393 "-" -0.00202824434931499 0.244012100252424 -0.646393791608587 0.0390439415742741 0.56831019240411 0.502659059106515 -0.356617540411244 0.190769423538364 0.324109856693061 0.630355927118384 0.0882532780219226
"ABLIM1" 0.000494968391037062 0.000494968391037062 0.0313621915488043 "-" -0.145125547233276 0.754947786898877 -0.169287755827005 0.000478541242660439 -0.238519915568286 0.117807659752193 -0.220178347796116 0.0808573887429841 -0.372458762413642 0.0326211272889967 0.368993686930838
"ABLIM2" 0.375340504115702 0.375340504115702 0.753798831727082 "+" 2.43713242569638e-09 0.832093612129225 0.123051071824285 0.658629300451167 -0.0661199728402785 0.0166545942552332 -0.69312017422759 0.730667577246992 -0.0800088939027703 0.841832940115335 -0.0322871268983069
"ABLIM3" 1 1 1 "-" -0.142378279403309 0.777331287057025 -0.161993588737344 0.499255385641152 -0.114081281498222 0.173033297831072 -0.35084553839974 0.883325687180437 0.0299262440739943 0.6387435012487 0.0785098386123954
"ABO" 1 1 1 "-" -0.00310717217225416 0.598457383193252 -0.305177841501231 0.731097285513902 -0.0859412415718973 0.781951547306432 -0.039525735470046 0.605054946841393 0.110065683828824 0.565560107181713 0.0908613049221139
"ABR" 0.680423478622058 0.680423478622058 1 "+" 2.43713242569638e-09 0.889073347342935 0.113121444652581 0.0619998197557594 0.239865932879524 0.895145793157119 0.0148780500924547 0.116237719738526 -0.329748785092428 0.628429665928905 -0.0823765368875147
"ABRA" 1 1 1 "+" 2.43713242569638e-09 0.367689203893809 0.677159276942706 0.695608526875376 0.142396399632983 0.339911525845541 -0.330292672457357 0.35811519360663 0.185644732243997 0.870481250464501 -0.0321965433041408
"ABRACL" 0.0224390817351577 0.0224390817351577 0.185347135788346 "-" -2.43713242569638e-13 0.48437355723677 -0.441080701482756 0.09166809423751 0.26928062037832 0.00295537155174073 0.291724441315761 0.640590367885901 0.0972253212550442 0.438572255390634 0.139832050431002
"ABT1" 0.396916895340679 0.396916895340679 0.77514401454153 "+" 0.042905181805622 0.630978194385253 0.222733985744553 0.303382106689918 0.190371822372239 0.335639448357965 0.0979208884990232 0.149688218832189 -0.337711462464927 0.223455623903632 0.212482875610534
"ABTB1" 1 1 1 "-" -0.0322301362028231 0.728605113449496 -0.214435375933782 0.588099674748228 0.146569538060022 0.440236992459742 -0.164377062999965 0.343378005334726 0.198271604442241 0.535548677178888 -0.118459671355484
"ABTB2" 1 1 1 "-" -0.070041113245258 0.329743873075105 -0.671900731570497 0.226363563593265 0.152624365983958 0.872548120598616 0.0179493332469226 0.834374704763327 -0.0453947323627802 0.119092959688231 -0.295387419509726
"ACAA1" 0.207353313432038 0.207353313432038 0.556616000419586 "-" -0.0279666155569892 0.604756716106944 -0.235205151129353 0.418006324889486 -0.125474150377064 0.0642706715258849 0.179150664382958 0.100026626487545 -0.357477317170485 0.729036866083532 0.0620772558143618
"ACAA2" 0.463024027019059 0.463024027019059 0.841422878332145 "+" 2.43713242569638e-09 0.985803765148871 0.0117151252376274 0.769845188221755 0.0672067826107345 0.280338525706631 0.153661003373393 0.290647573317431 -0.225999279175112 0.0807312484098302 -0.309637154591628
"ACACA" 0.396062900670759 0.396062900670759 0.774558164605674 "+" 2.43713242569638e-09 0.57222663061871 0.295585525065656 0.775205822944458 -0.0427164623616736 0.707388223308997 0.0312924191432411 0.0445170560124319 -0.438842071742226 0.116344225666411 0.294769355170585
"ACACB" 0.122886830885754 0.122886830885754 0.425908869828463 "+" 2.43713242569638e-09 0.289026228378509 0.586085929152733 0.163521030175226 -0.238406270511875 0.0186161562413406 -0.877722376711281 0.469023252429418 0.153944521864649 0.845049261798539 0.0348209384969735
"ACAD10" 1 1 1 "-" -0.071736739268091 0.0141805158127055 -1.59199594281116 0.738549252377938 -0.0816354656288606 0.98853034839535 0.00191716264788798 0.908840234168306 0.0255307430647265 0.607610469214495 0.0928898244835932
"ACAD8" 0.0738249833681673 0.0738249833681673 0.328260204257874 "-" -0.181564907573106 0.911083286593798 -0.0515096966367617 0.172586025860075 0.0929866648207659 0.823235314057284 -0.00892649115262002 0.000784016309783481 -0.841718688446304 0.932713249982414 -0.0156714351363421
"ACAD9" 0.0265789804152041 0.0265789804152041 0.201391531598424 "+" 0.24633536025154 0.338791929743605 0.834922343883839 0.0344933171868566 0.308253937660842 0.102464171244906 0.135682955755995 0.380323279953495 0.181129964652944 0.0426599149050777 0.344145172216213
"ACADL" 0.0248719630282471 0.0248719630282471 0.193820643608016 "-" -0.366275410305413 0.931575011957332 -0.0635955146748938 0.0768875341694922 -0.197135852519255 0.0870098625273181 -1.09742231457825 0.730101386835298 0.0775267786169634 0.00720538944632309 0.439564807541579
